station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L]
목포연안2_연안,2010-05-01,126.3805556,34.84444444,356.0,30.65,16.52,1.2,18.4,9.42,8.05,308.0,9.0,11.0,151.0,1.0,191.0,0.94,31.0,,15.0
목포연안2_연안,2010-08-01,126.3805556,34.84444444,369.0,29.62,25.42,7.44,14.2,7.36,7.72,464.0,9.0,3.0,123.0,1.3,144.0,1.17,12.0,,27.0
목포연안2_연안,2010-11-01,126.3805556,34.84444444,264.0,30.68,15.75,0.68,11.0,8.01,8.07,610.0,69.0,23.0,129.0,1.5,199.0,0.51,2.0,,34.0
목포연안3_연안,2010-02-01,126.35,34.78972222,274.0,32.18,5.17,3.3,46.8,10.68,7.93,450.0,4.0,16.0,139.0,0.2,152.0,0.54,9.0,,34.0
목포연안3_연안,2010-05-01,126.35,34.78972222,217.0,31.58,14.68,5.07,123.2,9.13,8.08,179.0,10.0,11.0,121.0,1.2,149.0,0.73,17.0,,13.0
목포연안3_연안,2010-08-01,126.35,34.78972222,359.0,28.23,26.12,27.41,9.2,10.37,8.16,159.0,10.0,1.0,59.0,1.5,72.0,1.59,3.0,,16.0
목포연안3_연안,2010-11-01,126.35,34.78972222,313.0,30.86,15.1,3.48,14.2,7.63,8.02,755.0,28.0,21.0,201.0,1.5,229.0,0.71,0.0,,38.0
목포연안4_연안,2010-02-01,126.3419444,34.75916667,263.0,32.26,5.29,3.03,44.4,10.81,7.92,437.0,4.0,16.0,127.0,0.2,136.0,0.44,5.0,,30.0
목포연안4_연안,2010-05-01,126.3419444,34.75916667,178.0,31.79,14.59,5.84,105.6,10.59,8.04,147.0,10.0,9.0,106.0,1.9,127.0,0.69,11.0,,11.0
목포연안4_연안,2010-08-01,126.3419444,34.75916667,231.0,30.17,25.58,10.79,8.8,10.05,8.01,185.0,8.0,0.0,40.0,1.0,49.0,1.31,1.0,,11.0
목포연안4_연안,2010-11-01,126.3419444,34.75916667,272.0,29.9,15.31,1.95,16.2,7.67,7.88,629.0,15.0,18.0,147.0,2.5,162.0,0.62,0.0,,24.0
목포연안H1_항만,2010-02-01,126.3886111,34.78527778,324.0,31.86,4.97,3.97,18.4,10.72,7.94,499.0,5.0,15.0,163.0,0.7,187.0,0.57,19.0,,35.0
목포연안H1_항만,2010-08-01,126.3886111,34.78527778,434.0,27.28,26.19,33.81,10.0,10.54,8.27,152.0,19.0,0.0,90.0,1.1,122.0,2.62,12.0,,34.0
목포연안H2_항만,2010-02-01,126.3805556,34.77888889,251.0,32.03,5.07,3.31,20.8,11.1,7.9,464.0,4.0,14.0,131.0,0.6,137.0,0.52,2.0,,29.0
목포연안H2_항만,2010-08-01,126.3805556,34.77888889,327.0,28.36,25.17,23.77,10.0,8.29,8.02,346.0,6.0,0.0,125.0,1.5,141.0,1.22,10.0,,30.0
무안연안1_연안,2010-02-01,126.3788889,34.90555556,236.0,31.95,3.85,7.01,31.2,11.19,7.81,333.0,3.0,7.0,64.0,0.6,69.0,0.52,2.0,,19.0
무안연안1_연안,2010-05-01,126.3788889,34.90555556,312.0,30.17,17.2,0.83,100.8,8.3,8.03,343.0,11.0,12.0,156.0,2.2,205.0,1.11,38.0,,17.0
무안연안1_연안,2010-08-01,126.3788889,34.90555556,138.0,29.2,26.39,2.8,12.6,7.61,7.9,574.0,14.0,9.0,70.0,1.4,103.0,0.96,19.0,,27.0
무안연안1_연안,2010-11-01,126.3788889,34.90555556,286.0,30.7,14.99,0.72,26.8,7.51,8.08,573.0,11.0,21.0,155.0,2.0,165.0,0.57,0.0,,28.0
무안연안2_연안,2010-02-01,126.2891667,35.01111111,184.0,32.1,3.45,5.38,38.4,11.23,7.71,353.0,3.0,9.0,57.0,0.6,65.0,0.54,5.0,,20.0
무안연안2_연안,2010-05-01,126.2891667,35.01111111,205.0,31.37,16.98,1.86,123.2,8.59,8.03,226.0,6.0,6.0,74.0,1.1,97.0,0.96,16.0,,9.0
무안연안2_연안,2010-08-01,126.2891667,35.01111111,183.0,30.27,26.46,1.59,25.6,6.17,7.94,536.0,12.0,2.0,74.0,0.9,99.0,0.91,13.0,,9.0
무안연안2_연안,2010-11-01,126.2891667,35.01111111,99.0,31.11,14.46,0.95,17.6,8.05,8.15,516.0,4.0,17.0,110.0,1.0,115.0,0.36,2.0,,20.0
무안연안3_연안,2010-02-01,126.2380556,34.87888889,256.0,32.01,4.32,3.14,69.2,10.93,8.14,468.0,2.0,13.0,112.0,0.2,119.0,0.66,5.0,,48.0
무안연안3_연안,2010-05-01,126.2380556,34.87888889,210.0,31.98,14.88,2.52,107.2,8.67,7.96,201.0,8.0,9.0,106.0,1.2,119.0,0.91,5.0,,13.0
무안연안3_연안,2010-08-01,126.2380556,34.87888889,194.0,30.91,25.87,1.44,10.6,6.7,7.9,471.0,28.0,5.0,81.0,1.0,112.0,0.44,3.0,,38.0
무안연안3_연안,2010-11-01,126.2380556,34.87888889,305.0,31.38,14.86,1.47,113.1,8.12,8.03,635.0,14.0,20.0,154.0,0.5,170.0,0.76,2.0,,67.0
보령연안1_연안,2010-02-01,126.5,36.35194444,255.897,31.86,4.38,2.00972,24.2,10.74,8.1,451.0,2.0,19.0,109.0,0.9,144.0,1.47852,33.0,,35.0
보령연안1_연안,2010-05-01,126.5,36.35194444,340.0,31.98,13.32,0.70336,4.2,9.71275,8.24,66.0,3.0,1.0,13.0,3.1,26.0,1.05138,10.0,,27.0
보령연안1_연안,2010-08-01,126.5,36.35194444,259.0,30.65,27.47,1.80278,26.2,6.73,8.04,82.0,2.0,7.0,4.0,2.1,9.0,1.7877,3.0,,44.243
보령연안1_연안,2010-11-01,126.5,36.35194444,227.0,31.7,12.39,0.13864,48.0,9.1,7.83,226.0,5.0,17.0,29.0,1.3,54.0,2.45767,20.0,,38.6364
보령연안2_연안,2010-02-01,126.5,36.30611111,246.512,31.9,4.33,1.21096,45.2,10.86,8.09,465.0,2.0,20.0,106.0,0.6,121.0,1.47852,13.0,,38.0
보령연안2_연안,2010-05-01,126.5,36.30611111,269.0,31.87,12.5,0.438,7.8,10.2761,8.3,31.0,3.0,3.0,14.0,2.0,25.0,1.72798,8.0,,78.0
보령연안2_연안,2010-08-01,126.5,36.30611111,323.0,30.7,27.37,1.91764,11.8,6.83,8.12,81.0,1.0,6.0,4.0,2.5,15.0,1.4847,10.0,,23.7402
보령연안2_연안,2010-11-01,126.5,36.30611111,242.0,31.73,12.35,0.13368,51.8,8.63,7.92,221.0,5.0,17.0,26.0,2.0,51.0,1.10427,20.0,,36.3636
보령연안3_연안,2010-02-01,126.4916667,36.24583333,248.389,32.13,4.15,0.87852,33.2,10.82,8.06,486.0,2.0,23.0,109.0,0.5,136.0,1.07892,25.0,,42.0
보령연안3_연안,2010-05-01,126.4916667,36.24583333,271.0,31.45,13.3,0.69904,4.4,9.75246,8.34,22.0,2.0,1.0,12.0,3.0,32.0,1.19068,18.0,,67.0
보령연안3_연안,2010-08-01,126.4916667,36.24583333,503.0,30.62,27.47,2.01994,17.4,6.95,8.16,107.0,2.0,6.0,0.0,2.6,11.0,2.2119,9.0,,19.4238
보령연안3_연안,2010-11-01,126.4916667,36.24583333,238.0,31.77,12.03,0.17408,54.4,8.81,7.95,235.0,5.0,15.0,25.0,2.4,46.0,1.32647,16.0,,35.2273
보령연안4_연안,2010-02-01,126.4661111,36.18777778,241.507,32.31,3.87,0.8554,38.2,10.82,8.09,526.0,3.0,22.0,107.0,0.8,156.0,1.31868,46.0,,33.0
보령연안4_연안,2010-05-01,126.4661111,36.18777778,272.0,31.45,13.11,0.7666,5.2,9.30888,8.34,17.0,2.0,2.0,13.0,2.9,18.0,1.31008,3.0,,73.0
보령연안4_연안,2010-08-01,126.4661111,36.18777778,484.0,30.55,27.78,2.94984,14.2,7.19,8.21,115.0,1.0,4.0,2.0,2.7,10.0,2.1109,7.0,,21.582
보령연안4_연안,2010-11-01,126.4661111,36.18777778,238.0,31.83,11.96,0.35164,48.2,8.9,7.97,231.0,5.0,14.0,23.0,2.5,39.0,1.26587,11.0,,63.6364
보령연안H1_항만,2010-02-01,126.5088889,36.33166667,272.0,31.62,3.82,0.26456,16.8,10.62,7.97,388.0,2.0,15.0,98.0,0.9,105.0,0.81252,5.0,,39.0
보령연안H1_항만,2010-08-01,126.5088889,36.33166667,409.0,30.54,28.75,2.36422,28.6,7.06,8.16,69.0,1.0,6.0,5.0,1.2,20.0,4.86147,14.0,,26.2681
부산연안1_환경관리,2010-02-01,129.16944,35.14722,395.402,34.1647,11.7599,0.515679,4.55,8.80889,8.05,304.136,12.9993,25.2279,124.277,3.0,176.232,0.303696,38.9556,,28.8915
부산연안1_환경관리,2010-05-01,129.16944,35.14722,195.14,34.0413,13.6415,1.03883,2.8,8.85805,8.03,230.238,8.31793,12.6682,76.8944,1.6,97.9162,0.423072,12.7039,,26.8147
부산연안1_환경관리,2010-08-01,129.16944,35.14722,245.024,32.6522,20.9829,3.97596,3.35,7.94385,8.08,183.006,1.91828,2.21749,3.93909,5.5,41.4648,1.15642,35.6074,,7.89274
부산연안1_환경관리,2010-11-01,129.16944,35.14722,341.698,33.3695,16.7599,1.62177,2.95,6.80184,7.99,407.778,9.27796,15.9039,146.913,4.3,178.251,0.835584,22.0605,,43.8368
부산연안2_환경관리,2010-02-01,129.14056,35.14806,590.077,34.0086,12.0456,0.366207,6.9,8.68076,8.03,331.355,17.9552,25.9998,136.28,3.5,221.548,0.95904,67.3131,,35.0213
부산연안2_환경관리,2010-05-01,129.14056,35.14806,285.281,34.297,13.7925,1.35272,3.5,8.72333,7.98,280.129,10.1485,26.4259,144.98,0.8,202.873,0.48816,47.7443,,33.6942
부산연안2_환경관리,2010-08-01,129.14056,35.14806,622.9,32.2573,19.5829,11.883,6.45,8.4224,8.08,240.823,1.04325,30.4049,195.519,3.8,376.579,1.97808,180.018,,47.412
부산연안2_환경관리,2010-11-01,129.14056,35.14806,237.863,33.3652,16.7801,1.66661,3.45,6.76874,8.01,437.407,10.455,18.615,147.535,3.0,189.496,1.11411,31.5056,,28.4195
부산연안3_환경관리,2010-02-01,129.12639,35.14611,294.534,33.9258,11.7409,0.291471,6.15,8.87295,8.02,314.707,9.84815,17.8178,106.122,3.5,154.662,0.591408,38.6922,,30.749
부산연안3_환경관리,2010-05-01,129.12639,35.14611,194.149,34.0131,15.3531,1.79367,3.35,8.85805,8.02,233.111,9.6134,17.3549,98.4028,2.0,124.216,0.56952,16.1996,,26.4526
부산연안3_환경관리,2010-08-01,129.12639,35.14611,1350.61,32.1734,19.6722,19.6556,8.0,8.9169,8.06,272.513,0.48907,47.4413,386.393,3.8,697.541,2.08459,310.659,,89.9711
부산연안3_환경관리,2010-11-01,129.12639,35.14611,322.496,33.3518,16.8558,1.68156,3.4,6.75219,7.99,416.064,10.636,19.82,144.141,4.2,174.912,1.03219,20.1348,,41.0505
부산연안4_환경관리,2010-02-01,129.09278,35.08583,288.482,33.9336,10.9966,0.657677,13.6,9.0171,8.03,298.586,6.03813,18.4353,112.939,3.0,145.642,1.08691,26.6645,,30.749
부산연안4_환경관리,2010-05-01,129.09278,35.08583,207.027,33.8757,13.7281,1.55451,4.15,8.87489,8.01,222.14,8.00815,22.0416,71.3483,1.4,107.541,0.341712,28.1849,,32.608
부산연안4_환경관리,2010-08-01,129.09278,35.08583,315.691,32.5565,19.2456,8.89359,4.55,8.9169,8.04,42.4573,1.27938,7.01865,0.0846118,3.0,59.3051,2.35848,57.9411,,14.3303
부산연안4_환경관리,2010-11-01,129.09278,35.08583,372.458,33.5204,15.487,1.97303,2.65,6.85149,7.98,548.893,9.39868,34.2795,177.617,2.5,221.548,0.671744,34.5317,,52.3812
부산연안5_환경관리,2010-02-01,129.04583,35.0475,192.657,34.1962,12.5703,0.515679,10.3,8.6167,8.0,265.289,5.20737,14.7303,102.79,1.5,116.313,0.767232,8.31551,,24.6192
부산연안5_환경관리,2010-05-01,129.04583,35.0475,153.536,33.8741,13.4628,2.6905,3.0,8.52124,8.0,184.525,6.29024,11.4587,64.9536,1.6,77.4556,0.309168,6.21183,,21.2025
부산연안5_환경관리,2010-08-01,129.04583,35.0475,228.418,32.3753,22.3378,4.7009,4.85,8.9488,8.17,124.706,1.15098,2.68212,0.308745,3.0,57.3409,2.14546,55.8812,,15.7608
부산연안5_환경관리,2010-11-01,129.04583,35.0475,349.877,33.3889,16.1821,1.70398,10.0,7.01699,7.97,487.124,10.123,21.3262,151.511,1.8,178.467,1.06496,16.8336,,51.2668
부산연안6_환경관리,2010-02-01,129.01222,35.03472,237.039,34.176,12.5069,0.612836,17.5,8.58466,8.01,287.487,5.17873,17.9722,101.804,1.0,121.093,0.991008,14.1099,,29.6345
부산연안6_환경관리,2010-05-01,129.01222,35.03472,354.62,31.731,14.7921,5.73226,4.0,9.53167,8.01,246.955,5.33272,7.67914,253.063,1.3,266.355,1.15531,7.95969,,26.2716
부산연안6_환경관리,2010-08-01,129.01222,35.03472,185.981,31.8833,24.5028,0.769781,1.1,8.13527,8.12,185.425,1.07242,7.48328,1.08534,7.0,79.939,1.33901,77.7813,,4.67892
부산연안6_환경관리,2010-11-01,129.01222,35.03472,284.269,33.6147,16.0683,1.22567,4.15,6.73564,7.98,544.876,10.3946,20.8743,177.567,2.5,192.691,1.19603,4.7292,,45.88
부산연안H1_항만,2010-02-01,129.0577778,35.11055556,476.096,33.887,9.9368,1.52462,11.6,8.921,8.02,360.689,6.41054,28.1611,99.558,1.5,174.774,0.543456,68.8056,,29.6625
부산연안H1_항만,2010-08-01,129.0577778,35.11055556,298.163,32.1067,20.477,6.15825,5.95,9.20402,8.16,75.115,0.664076,7.48328,6.03095,,54.5535,1.64333,47.8584,,16.1185
부산연안H2_항만,2010-02-01,129.0325,35.08472222,230.987,34.0775,11.9708,0.336312,3.5,8.39247,7.88,289.337,6.06678,17.0459,111.896,2.5,154.548,0.751248,36.5852,,30.006
부산연안H2_항만,2010-08-01,129.0325,35.08472222,191.516,32.3047,23.0492,1.50967,4.95,8.43835,8.14,134.866,0.926584,4.076,1.15803,5.0,51.7861,1.15642,49.7015,,13.0785
부산연안H3_항만,2010-02-01,129.0022222,35.06583333,377.246,34.0176,12.4446,3.66954,6.4,9.16124,8.01,278.502,5.20737,17.0459,117.647,2.0,147.236,0.71928,24.3818,,28.7057
부산연안H3_항만,2010-08-01,129.0022222,35.06583333,301.853,32.1235,21.2462,8.74412,5.0,9.41139,8.18,41.2478,0.955752,6.86377,1.48123,3.0,54.8489,1.82592,52.4119,,14.3303
사천연안1_연안,2010-02-01,128.0513889,34.90444444,149.0,33.17,5.92,4.5342,9.6,10.07,8.17,138.0,0.0,8.0,8.0,3.0,19.0,0.48,11.0,,22.0
사천연안1_연안,2010-05-01,128.0513889,34.90444444,41.8764,32.82,15.84,3.1899,14.6,7.36,8.16,67.13,1.2012,6.0016,15.4,2.6,24.9914,1.73333,8.3902,,10.3633
사천연안1_연안,2010-08-01,128.0513889,34.90444444,144.592,31.77,23.03,4.4168,2.4,7.23,7.85,254.066,6.5352,0.31,9.14419,2.0,38.5092,1.59,22.8298,,22.4936
사천연안1_연안,2010-11-01,128.0513889,34.90444444,188.978,32.15,17.39,2.2955,5.0,7.46,7.0,512.462,10.5798,25.9222,58.4458,4.9,80.2438,1.28,11.2182,,35.8422
사천연안2_연안,2010-02-01,128.1,34.90888889,144.0,33.42,7.28,5.3808,6.4,10.07,8.16,136.0,2.0,7.0,16.0,3.0,37.0,0.35,19.0,,20.0
사천연안2_연안,2010-05-01,128.1,34.90888889,24.0212,32.77,15.96,3.2117,15.6,7.5,8.16,61.9024,0.5012,2.2351,15.5,2.1,23.0964,1.57333,7.0952,,11.6312
사천연안2_연안,2010-08-01,128.1,34.90888889,97.2486,32.17,24.87,2.8742,19.8,7.07,7.92,201.53,1.5582,1.65319,2.38939,3.2,24.3862,0.47,20.4386,,14.8521
사천연안2_연안,2010-11-01,128.1,34.90888889,287.84,32.18,19.61,1.7544,7.0,7.62,7.44,475.955,9.8364,21.9108,59.255,4.5,90.7172,1.24,21.6258,,42.9939
사천연안3_연안,2010-02-01,128.125,34.875,120.0,33.39,6.46,5.1486,6.6,9.66,8.17,242.0,2.0,6.0,4.0,3.0,19.0,0.38,13.0,,16.0
사천연안3_연안,2010-05-01,128.125,34.875,33.0844,33.38,15.6,5.8592,13.0,8.08,8.19,39.7236,0.8904,13.1688,20.6,8.0,28.8236,3.17333,7.3332,,17.0246
사천연안3_연안,2010-08-01,128.125,34.875,110.695,31.78,24.56,0.8248,2.8,8.59,8.0,89.6588,0.7378,0.31,3.40899,4.0,24.087,0.47,19.9402,,5.7474
사천연안3_연안,2010-11-01,128.125,34.875,348.776,32.26,17.48,2.8273,5.4,7.34,7.54,441.224,10.0884,16.7989,66.115,5.0,93.7314,1.24,17.528,,41.3664
사천연안4_연안,2010-02-01,128.1244444,34.89277778,116.0,33.38,6.55,5.4758,9.4,10.03,8.15,140.0,1.0,8.0,15.0,2.0,32.0,0.45,16.0,,19.0
사천연안4_연안,2010-05-01,128.1244444,34.89277778,33.5258,33.22,15.57,6.2441,7.8,8.19,8.18,63.1736,0.3332,15.407,10.4,3.1,18.7314,1.13333,7.9982,,18.8201
사천연안4_연안,2010-08-01,128.1244444,34.89277778,112.096,32.45,22.58,3.4492,7.8,6.86,7.91,208.485,2.072,1.05242,1.6247,3.2,22.8949,1.59,19.1982,,14.5018
사천연안4_연안,2010-11-01,128.1244444,34.89277778,353.941,32.11,18.07,1.669,10.0,7.18,7.02,483.381,10.5644,18.0854,70.0616,4.5,100.684,1.2,20.0578,,36.7908
사천연안H1_항만,2010-02-01,128.0825,34.92,641.0,33.05,5.47,4.4521,7.8,10.36,8.19,283.0,7.0,65.0,122.0,1.5,542.0,0.54,413.0,,71.0
사천연안H1_항만,2010-08-01,128.0825,34.92,189.975,31.78,23.9,12.8136,12.4,6.27,7.8,378.7,5.7652,21.1781,67.9407,2.0,105.749,0.07,32.0432,,48.2236
삼척연안1_연안,2010-02-01,129.2475,37.39916667,174.0,33.92,8.13,0.772,12.6,9.408,8.11,274.0,3.0,15.0,99.0,13.0,115.0,0.368,13.0,,31.0
삼척연안1_연안,2010-05-01,129.2475,37.39916667,187.561,34.06,11.6,0.872,12.0,9.55151,8.22,9.0,2.0,2.0,5.0,6.5,25.0,0.410667,18.0,,12.0
삼척연안1_연안,2010-08-01,129.2475,37.39916667,952.802,33.45,18.87,1.132,16.6,8.16423,8.14,61.0,1.0,0.0,11.0,9.0,58.0,0.616,46.0,,17.0
삼척연안1_연안,2010-11-01,129.2475,37.39916667,281.273,32.99,17.05,0.964,9.6,7.97288,8.19,182.0,4.0,3.0,38.0,13.0,85.0,0.48,43.0,,28.0
삼척연안2_연안,2010-02-01,129.2022222,37.43,263.0,33.78,7.23,0.712,12.8,9.63124,8.13,298.0,4.0,16.0,123.0,8.0,139.0,0.416,12.0,,18.0
삼척연안2_연안,2010-05-01,129.2022222,37.43,368.471,34.03,11.8,0.672,15.6,9.31233,8.22,12.0,1.0,6.0,3.0,8.0,27.0,1.232,23.0,,17.0
삼척연안2_연안,2010-08-01,129.2022222,37.43,809.085,32.92,18.93,1.332,8.8,8.61071,8.05,106.0,2.0,0.0,32.0,5.0,82.0,1.112,48.0,,18.0
삼척연안2_연안,2010-11-01,129.2022222,37.43,229.205,32.96,16.92,1.028,10.0,7.7018,8.19,200.0,4.0,5.0,38.0,12.0,74.0,0.768,32.0,,27.0
삼척연안3_연안,2010-02-01,129.2130556,37.42638889,170.0,33.95,7.82,0.944,13.0,9.28043,8.09,282.0,3.0,16.0,100.0,12.5,112.0,0.512,9.0,,17.0
삼척연안3_연안,2010-05-01,129.2130556,37.42638889,299.975,34.16,11.6,0.856,15.2,9.47178,8.22,10.0,1.0,2.0,1.0,7.0,12.0,1.168,10.0,,29.0
삼척연안3_연안,2010-08-01,129.2130556,37.42638889,827.256,33.24,16.82,1.272,8.4,8.2599,8.06,61.0,1.0,0.0,9.0,9.0,48.0,0.68,38.0,,24.0
삼척연안3_연안,2010-11-01,129.2130556,37.42638889,340.8,33.09,16.91,1.096,3.8,7.92504,8.19,192.0,4.0,5.0,42.0,12.0,92.0,0.688,46.0,,25.0
삼척연안4_연안,2010-02-01,129.3669444,37.23333333,187.0,34.01,8.04,1.584,11.8,10.0299,8.12,284.0,2.0,14.0,90.0,10.0,102.0,0.512,10.0,,31.0
삼척연안4_연안,2010-05-01,129.3669444,37.23333333,306.326,34.16,11.8,1.956,13.4,10.0458,8.25,5.0,1.0,1.0,2.0,5.0,19.0,1.136,16.0,,38.0
삼척연안4_연안,2010-08-01,129.3669444,37.23333333,556.534,33.72,19.12,1.692,12.2,9.37611,8.17,8.0,1.0,0.0,5.0,7.0,54.0,1.496,48.0,,9.0
삼척연안4_연안,2010-11-01,129.3669444,37.23333333,274.359,32.89,17.15,0.976,10.8,7.89315,8.19,179.0,3.0,5.0,37.0,12.0,88.0,0.8,48.0,,7.0
삼척연안H1_항만,2010-02-01,129.1916667,37.43555556,242.0,33.7,7.05,0.812,12.2,9.50367,8.13,270.0,3.0,16.0,106.0,4.5,131.0,0.346667,22.0,,34.0
삼척연안H1_항만,2010-08-01,129.1916667,37.43555556,501.706,32.74,17.07,1.684,18.2,8.2599,8.05,177.0,2.0,3.0,63.0,6.0,96.0,1.62667,31.0,,32.0
삼척연안H2_항만,2010-02-01,129.3444444,37.22777778,338.0,33.19,7.6,0.624,11.6,9.59935,8.11,406.0,3.0,16.0,126.0,7.0,150.0,0.186667,21.0,,25.0
삼척연안H2_항만,2010-08-01,129.3444444,37.22777778,1015.7,33.77,17.98,3.484,9.6,8.75422,8.15,94.0,1.0,0.0,20.0,5.0,43.0,1.53067,22.0,,36.0
서귀포연안1_연안,2010-02-01,126.6611111,33.2625,229.508,34.352,15.3348,1.00532,2.4,8.41511,8.2,451.223,2.08666,11.983,93.3777,6.0,108.871,0.468937,13.4064,,16.1613
서귀포연안1_연안,2010-05-01,126.6611111,33.2625,161.605,34.1795,16.3678,1.1767,1.9,8.06,8.17573,656.708,2.52722,7.29876,62.1971,10.5,70.5344,0.282392,5.81006,,12.6401
서귀포연안1_연안,2010-08-01,126.6611111,33.2625,126.282,30.3217,28.5311,0.68866,1.5,7.11876,8.24,628.164,0.820364,2.70465,14.2272,12.0,60.4108,0.879753,45.3633,,6.27259
서귀포연안1_연안,2010-11-01,126.6611111,33.2625,176.532,33.905,22.5302,1.28952,0.6,7.40591,8.18,288.828,1.661,4.47287,30.8134,14.2,36.7702,0.878655,4.29576,,9.90586
서귀포연안2_연안,2010-02-01,126.4125,33.22944444,205.065,34.3584,15.1317,0.85452,2.3,8.17651,8.21,457.128,2.46872,10.0598,87.8032,7.0,97.5845,0.341768,7.31259,,16.849
서귀포연안2_연안,2010-05-01,126.4125,33.22944444,168.864,34.2899,16.487,3.39113,2.0,8.6,8.18573,200.574,0.784311,6.40504,21.7876,7.0,30.2736,0.564785,7.70171,,12.462
서귀포연안2_연안,2010-11-01,126.4125,33.22944444,129.662,33.9088,22.0786,1.18236,1.6,7.5945,8.17,269.18,1.99883,5.66563,30.1034,10.5,48.8948,0.998472,16.7925,,8.51556
서귀포연안3_연안,2010-02-01,126.5669444,33.22944444,193.922,34.3536,15.3481,0.93123,2.9,8.24699,8.18,460.08,2.67445,9.02424,72.4816,6.5,83.5859,0.309975,8.42979,,17.1929
서귀포연안3_연안,2010-05-01,126.5669444,33.22944444,256.768,34.5021,16.7186,1.9307,1.8,8.15,8.14573,505.885,2.20769,4.91549,35.1516,10.5,66.4096,0.564785,29.0503,,11.928
서귀포연안3_연안,2010-08-01,126.5669444,33.22944444,217.425,30.2894,28.3964,1.17483,3.3,7.61491,8.25,528.297,2.81268,3.45594,36.3045,12.0,201.278,1.7995,162.161,,9.31928
서귀포연안3_연안,2010-11-01,126.5669444,33.22944444,130.896,33.9346,22.5634,1.29967,1.0,7.34873,8.19,241.181,1.68915,4.02558,21.5113,12.7,61.3416,0.918594,38.1412,,12.1651
서귀포연안H1_항만,2010-02-01,126.5652778,33.23638889,386.047,34.0363,15.1906,1.12464,2.9,8.29421,8.19,755.811,2.8214,13.0186,141.491,7.0,160.968,0.230494,16.6564,,22.5227
성산연안1_연안,2010-02-01,126.9386111,33.48,188.89,34.3991,14.4633,0.97038,2.5,8.39489,8.16,460.572,3.3798,11.5392,92.2384,6.0,103.743,0.230494,8.1251,,16.3333
성산연안1_연안,2010-05-01,126.9386111,33.48,128.305,34.3705,15.8752,1.63289,2.7,8.16,8.18573,464.514,2.67247,5.36236,37.0324,12.0,40.9209,0.321922,1.21606,,13.3522
성산연안1_연안,2010-08-01,126.9386111,33.48,259.622,31.5395,25.7061,0.73244,1.5,7.61579,8.21,538.783,2.49039,3.30568,38.0933,10.5,192.446,1.51957,151.863,,11.6491
성산연안1_연안,2010-11-01,126.9386111,33.48,207.829,32.7636,17.9739,1.86835,2.9,7.96377,8.1,546.219,3.77244,8.49844,79.3522,10.5,116.189,0.998472,33.0644,,12.1651
성산연안2_연안,2010-02-01,126.9386111,33.41138889,242.448,34.4278,14.2421,0.98039,3.4,8.10447,8.26,484.191,4.34966,11.6871,96.7303,6.0,117.229,0.37356,16.1486,,18.2245
성산연안2_연안,2010-05-01,126.9386111,33.41138889,135.091,34.331,15.97,1.17048,1.7,8.21,8.14573,435.711,2.49817,4.61758,34.7591,12.0,45.0941,0.201201,7.83682,,12.6401
성산연안2_연안,2010-11-01,126.9386111,33.41138889,205.054,33.775,19.7149,1.72597,1.4,7.06856,8.13,483.345,3.23754,10.7349,79.9181,10.5,91.8774,0.838716,8.7217,,14.7719
성산연안H1_항만,2010-02-01,126.9275,33.47083333,272.641,34.1769,11.9261,0.79189,2.6,8.93828,8.13,800.589,3.43858,13.3144,156.066,6.0,172.81,0.294079,13.3048,,21.4911
속초연안1_연안,2010-02-01,128.605,38.19972222,265.0,33.89,6.14,1.296,10.6,9.56746,8.08,286.0,2.0,15.0,93.0,9.0,108.0,0.256,13.0,,39.0
속초연안1_연안,2010-05-01,128.605,38.19972222,224.977,33.97,10.3,1.476,15.0,9.9661,8.23,47.0,2.0,2.0,1.0,8.0,18.0,0.768,15.0,,19.0
속초연안1_연안,2010-08-01,128.605,38.19972222,404.201,31.51,20.35,18.32,17.8,9.45584,8.25,317.0,4.0,0.0,61.0,1.5,96.0,2.32,31.0,,33.0
속초연안1_연안,2010-11-01,128.605,38.19972222,241.512,33.28,15.43,1.816,1.6,7.82937,8.17,213.0,4.0,5.0,47.0,9.0,86.0,0.336,35.0,,8.0
속초연안2_연안,2010-02-01,128.6116667,38.21361111,237.0,33.95,6.64,1.392,12.2,9.59935,8.09,299.0,2.0,16.0,100.0,9.0,108.0,0.672,6.0,,36.0
속초연안2_연안,2010-05-01,128.6116667,38.21361111,252.815,33.87,10.0,1.492,7.4,9.72692,8.22,27.0,2.0,2.0,1.0,6.5,28.0,0.816,25.0,,17.0
속초연안2_연안,2010-08-01,128.6116667,38.21361111,251.249,31.84,22.3,1.512,6.0,7.94099,8.16,76.0,1.0,0.0,31.0,8.0,65.0,1.536,33.0,,26.0
속초연안2_연안,2010-11-01,128.6116667,38.21361111,333.638,33.31,15.45,1.864,3.6,7.9091,8.17,208.0,4.0,5.0,50.0,10.5,119.0,0.288,65.0,,25.0
