station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],유분[mg/L]
해남만1_연안,2011-05-16,126.3644444,34.72111111,1181.56,26.48,15.8,2.639,55.6,8.61178,7.92,803.667,47.1046,11.991,898.573,1.5,1038.12,2.31278,92.4406,28.4032,
해남만1_연안,2011-08-11,126.3644444,34.72111111,600.047,24.89,24.97,1.8822,11.9,6.80137,8.19,1152.75,24.521,22.227,518.077,1.3,584.941,0.640039,42.343,22.134,
해남만1_연안,2011-11-07,126.3644444,34.72111111,243.005,31.69,17.59,7.366,29.3,6.71725,8.14,231.098,7.231,8.2925,45.563,1.3,58.121,0.827213,5.327,30.783,
해남만2_연안,2011-02-17,126.3436111,34.73888889,271.673,31.4996,3.3695,8.033,5.4,10.3078,8.03798,349.384,4.816,7.161,82.012,2.1,112.378,2.32856,25.55,21.7,
해남만2_연안,2011-05-16,126.3436111,34.73888889,933.665,29.34,15.22,2.204,54.4,8.6834,7.89,600.839,35.5092,12.2401,652.197,1.2,777.687,1.54452,89.9807,27.5359,
해남만2_연안,2011-08-11,126.3436111,34.73888889,1066.82,24.05,26.13,4.1152,6.3,7.48072,8.11,1013.42,22.4,44.64,566.898,1.0,624.844,1.26408,35.546,45.384,
해남만2_연안,2011-11-07,126.3436111,34.73888889,280.728,32.06,17.22,2.668,31.2,7.02908,8.12,352.408,12.67,18.6155,113.379,1.3,130.333,0.907266,4.284,31.868,
행암만1_환경관리,2011-02-18,128.69167,35.11833,247.407,33.27,4.92,2.175,8.4,13.0067,8.25567,12.488,1.68,6.882,7.714,1.9,40.88,1.20487,31.486,21.948,
행암만1_환경관리,2011-05-18,128.69167,35.11833,311.39,31.1603,15.3549,5.1068,6.14286,10.93,8.026,107.983,0.38733,9.89697,2.11207,1.7,31.2703,1.80776,28.7709,30.8501,
행암만1_환경관리,2011-08-05,128.69167,35.11833,354.627,27.99,25.15,7.163,6.57143,12.5098,8.33,299.418,0.721,38.311,0.574,1.2,32.417,4.44756,31.122,97.464,
행암만1_환경관리,2011-11-06,128.69167,35.11833,279.7,31.91,16.34,8.38,24.0,,8.05,255.4,1.1,5.5,6.0,1.8,13.7,2.03,6.6,46.0,
행암만1_환경관리,2011-11-10,128.69167,35.11833,278.628,32.02,18.04,16.3822,6.7,8.51581,8.18,462.7,3.213,7.905,12.6,1.5,30.8,1.6266,14.987,47.337,
행암만2_환경관리,2011-02-18,128.68056,35.13889,278.618,33.25,4.75,9.6046,5.1,13.9203,8.28484,12.824,1.316,9.269,5.404,2.7,40.95,1.42214,34.23,19.034,
행암만2_환경관리,2011-05-18,128.68056,35.13889,600.06,31.0447,15.8704,5.6204,9.28571,8.684,8.08,191.97,0.221332,8.44335,1.96733,1.3,12.842,5.39135,10.6534,51.4478,
행암만2_환경관리,2011-08-05,128.68056,35.13889,544.047,27.98,25.13,26.651,10.1429,12.7321,8.32,451.57,1.764,12.989,0.665,1.2,27.909,5.24797,25.48,91.91,
행암만2_환경관리,2011-11-06,128.68056,35.13889,281.9,31.73,16.39,8.47,11.6,13.57,8.18,30.9,0.2,1.1,2.1,2.5,7.3,2.33,5.0,43.5,
행암만2_환경관리,2011-11-10,128.68056,35.13889,341.068,31.93,18.06,19.0848,6.9,8.60669,8.17,432.936,6.167,9.4085,43.764,2.0,66.983,2.12258,17.052,53.9865,
후포연안1_연안,2011-02-24,129.4588889,36.6475,314.644,34.11,9.74,0.8728,4.4,9.00936,8.15,382.62,3.584,14.415,56.238,11.0,99.358,0.427056,39.536,44.609,
후포연안1_연안,2011-05-04,129.4588889,36.6475,155.001,34.36,13.28,0.667,3.4,8.91368,8.22,101.521,1.16019,9.85138,15.6709,8.0,34.6513,0.661292,17.8202,23.4473,
후포연안1_연안,2011-08-06,129.4588889,36.6475,139.944,33.2299,25.1184,0.435,2.4,9.00936,8.15,87.318,0.357,0.341,1.799,14.0,12.306,0.362544,10.15,3.286,
후포연안1_연안,2011-11-03,129.4588889,36.6475,251.062,33.6731,19.3089,1.334,4.6,7.68586,8.23,145.292,1.82,3.689,18.494,11.0,46.536,0.704465,26.222,19.6075,
후포연안2_연안,2011-02-24,129.4836111,36.69444444,304.027,34.27,10.16,1.102,2.8,8.83395,8.14,351.652,3.934,14.167,54.026,12.0,98.504,0.874448,40.544,42.098,
후포연안2_연안,2011-05-05,129.4836111,36.69444444,182.119,34.34,13.34,1.1048,4.0,8.96152,8.19,100.827,1.49567,3.77946,7.86252,7.0,21.4853,0.653333,12.1271,22.7659,
후포연안2_연안,2011-08-06,129.4836111,36.69444444,141.386,33.3403,24.251,0.2292,3.0,8.83395,8.14,80.948,0.427,0.062,3.619,11.0,15.141,0.362544,11.095,3.503,
후포연안2_연안,2011-11-03,129.4836111,36.69444444,219.016,33.6626,19.0789,0.8962,3.4,7.55829,8.23,157.766,2.254,4.309,20.643,9.0,35.161,0.640423,12.264,14.7095,
후포연안H1_항만,2011-02-13,129.4577778,36.67833333,207.9,34.03,9.47,1.07,2.4,8.91,8.2,253.8,4.0,13.3,97.8,9.0,114.1,0.27,12.4,21.4,
후포연안H1_항만,2011-02-24,129.4577778,36.67833333,287.103,34.03,9.47,0.87,3.0,8.05261,8.08,438.424,3.654,22.568,41.146,7.0,142.814,0.919187,98.014,38.378,
후포연안H1_항만,2011-08-06,129.4577778,36.67833333,206.57,33.1827,24.0865,2.204,2.8,9.43989,8.22,490.07,0.168,0.496,5.544,6.0,17.164,0.831718,11.452,7.812,
가로림연안1_연안,2012-02-28,126.3269444,36.94638889,237.2,31.99,2.35,6.58,23.6,12.14,8.02,272.3,2.4,17.5,150.2,0.7,170.6,0.92,18.1,21.5,
가로림연안1_연안,2012-05-11,126.3269444,36.94638889,199.2,31.67,11.86,5.67,5.0,9.89,8.14,74.6,1.5,6.9,22.0,2.1,35.3,2.32,11.8,15.4,
가로림연안1_연안,2012-08-24,126.3269444,36.94638889,286.0,30.4,23.15,1.94,31.6,6.79,8.07,347.0,18.3,21.4,70.6,1.0,154.7,1.68,65.9,33.9,
가로림연안1_연안,2012-11-07,126.3269444,36.94638889,272.3,30.76,14.92,1.07,9.0,8.01,8.15,309.3,7.6,24.0,155.4,2.1,172.5,1.46,9.5,28.7,
가로림연안2_연안,2012-02-28,126.3133333,36.99,338.2,31.92,2.55,3.04,18.0,11.81,8.03,387.7,1.7,24.4,218.2,0.7,227.9,0.95,8.0,47.4,
가로림연안2_연안,2012-05-11,126.3133333,36.99,256.3,31.66,9.36,5.21,8.2,10.22,8.13,45.6,1.8,11.1,50.9,2.2,58.8,1.47,6.1,19.6,
가로림연안2_연안,2012-08-24,126.3133333,36.99,195.9,30.9,23.04,1.3,17.4,7.01,8.09,148.9,19.2,11.1,30.9,3.5,71.2,0.9,21.2,17.4,
가로림연안2_연안,2012-11-07,126.3133333,36.99,353.9,30.83,15.53,1.71,10.8,8.16,8.15,289.4,5.4,23.9,151.6,2.2,159.5,1.38,2.6,29.7,
가로림연안3_연안,2012-02-28,126.2,36.94166667,331.6,31.88,2.38,3.91,21.6,11.77,7.92,380.2,1.7,24.9,222.2,0.9,243.5,1.13,19.6,43.8,
가로림연안3_연안,2012-05-11,126.2,36.94166667,310.6,31.61,8.77,2.38,9.7,10.28,8.07,41.0,2.0,11.1,55.4,2.4,148.7,1.55,91.3,20.1,
가로림연안3_연안,2012-08-24,126.2,36.94166667,209.2,31.12,23.02,2.14,27.0,6.99,8.1,127.0,20.1,9.9,25.2,4.0,61.3,1.3,16.0,19.6,
가로림연안3_연안,2012-11-08,126.2,36.94166667,242.9,31.05,16.61,1.56,11.1,7.4,8.19,280.8,0.6,21.4,137.1,2.1,138.0,1.12,0.3,30.4,
가막만1_환경관리,2012-02-29,127.73417,34.7225,326.0,33.7,5.85,2.11,8.3,10.3,8.24,82.6,1.0,0.3,8.0,3.4,14.7,1.93,5.7,38.7,
가막만1_환경관리,2012-05-11,127.73417,34.7225,212.6,32.99,16.6,5.95,9.4,8.04,8.26,113.3,1.1,3.6,9.4,1.7,17.2,1.02,6.6,16.3,
가막만1_환경관리,2012-08-10,127.73417,34.7225,354.9,31.82,26.69,3.94,15.0,5.7,8.0,454.5,9.8,19.5,24.8,1.5,91.6,1.38,57.0,34.7,
가막만1_환경관리,2012-11-09,127.73417,34.7225,313.3,,16.13,3.33,6.8,7.7,8.15,483.5,14.5,20.6,71.9,2.7,127.7,0.76,41.3,29.7,
가막만2_환경관리,2012-02-22,127.68833,34.68917,155.0,33.92,5.33,8.05,12.2,11.59,8.14,26.8,0.3,1.4,1.3,1.5,1.9,1.25,0.3,19.9,
가막만2_환경관리,2012-05-11,127.68833,34.68917,184.2,33.03,16.8,5.16,12.9,9.29,8.38,6.6,0.0,0.8,0.2,1.5,2.6,1.53,2.4,18.4,
가막만2_환경관리,2012-08-09,127.68833,34.68917,179.0,32.13,27.31,2.56,11.8,7.73,8.15,256.7,1.4,5.0,1.6,1.7,8.3,0.83,5.3,26.3,
가막만2_환경관리,2012-11-08,127.68833,34.68917,193.6,,14.66,3.99,5.1,8.36,8.24,169.2,1.2,2.5,3.3,2.5,9.8,1.3,5.3,21.3,
가막만3_환경관리,2012-02-22,127.69028,34.62139,163.4,34.1,6.73,4.17,14.9,10.78,8.08,29.1,1.1,5.8,18.4,1.3,20.0,1.91,0.4,17.1,
가막만3_환경관리,2012-05-10,127.69028,34.62139,216.8,33.46,15.7,4.23,28.6,8.32,8.29,89.7,0.6,1.1,1.8,1.5,12.5,2.17,10.1,20.6,
가막만3_환경관리,2012-08-09,127.69028,34.62139,178.6,32.27,26.18,3.02,12.6,6.72,8.06,319.1,1.9,4.4,0.7,1.8,6.9,1.12,4.3,24.5,
가막만3_환경관리,2012-11-08,127.69028,34.62139,229.7,,14.86,5.24,7.5,8.12,8.18,406.4,8.8,10.0,40.1,1.5,65.1,0.87,16.2,24.1,
가막만4_환경관리,2012-02-23,127.66111,34.7325,119.2,33.61,4.21,1.62,3.6,11.51,8.12,26.8,0.6,3.7,6.9,8.0,12.0,1.67,4.6,7.4,
가막만4_환경관리,2012-05-11,127.66111,34.7325,198.4,32.72,18.2,3.07,5.0,8.82,8.36,1.8,0.1,1.0,0.0,3.5,0.1,1.66,0.0,19.5,
가막만4_환경관리,2012-08-09,127.66111,34.7325,176.1,32.0,29.28,2.6,10.4,8.24,8.17,28.2,1.4,1.9,0.2,3.0,9.3,2.4,7.6,24.0,
가막만4_환경관리,2012-11-08,127.66111,34.7325,200.4,,14.96,6.84,5.2,8.78,8.27,147.6,0.2,1.9,2.9,3.0,8.5,1.62,5.4,22.0,
가막만5_환경관리,2012-02-23,127.64417,34.6975,152.4,33.8,4.38,2.55,27.1,11.62,8.09,26.6,0.4,1.5,2.2,2.5,2.8,1.57,0.1,16.6,
가막만5_환경관리,2012-05-11,127.64417,34.6975,185.9,32.58,17.5,3.34,6.4,8.92,8.38,0.8,0.1,0.8,0.2,2.5,2.9,1.83,2.6,11.9,
가막만5_환경관리,2012-08-09,127.64417,34.6975,192.3,32.02,29.27,2.95,7.6,8.08,8.22,24.9,0.9,1.5,2.3,3.1,4.3,2.86,1.0,24.5,
가막만5_환경관리,2012-11-08,127.64417,34.6975,205.8,,14.85,5.04,4.0,8.74,8.26,104.0,0.2,1.6,3.2,4.0,9.8,1.33,6.4,20.7,
감포연안1_연안,2012-02-14,129.5108333,35.79805556,209.2,34.37,11.29,0.87,3.0,8.15,8.19,271.1,5.9,16.2,63.3,7.0,70.7,0.52,1.5,18.6,
감포연안1_연안,2012-05-09,129.5108333,35.79805556,202.3,34.22,16.67,1.33,3.8,8.79,8.17,22.6,0.4,1.4,11.0,8.0,22.6,0.88,11.3,17.6,
감포연안1_연안,2012-08-12,129.5108333,35.79805556,122.6,32.23,27.76,0.41,2.2,6.94,8.2,450.6,8.5,7.3,96.2,11.0,114.1,0.93,9.4,9.4,
감포연안1_연안,2012-11-25,129.5108333,35.79805556,182.6,33.37,15.12,0.9,2.0,7.49,8.03,283.5,7.3,13.2,88.8,12.0,102.6,0.2,6.5,15.2,
감포연안2_연안,2012-02-14,129.5305556,35.81555556,198.9,34.34,11.4,0.87,2.6,8.4,8.2,274.8,6.0,16.1,68.7,7.0,75.2,0.55,0.5,17.4,
감포연안2_연안,2012-05-09,129.5305556,35.81555556,160.1,34.18,16.81,1.33,3.6,8.77,8.17,15.5,0.4,1.2,7.3,8.0,16.5,0.7,8.8,12.5,
감포연안2_연안,2012-08-12,129.5305556,35.81555556,117.3,32.18,28.24,0.81,3.4,6.75,8.2,558.2,9.4,7.1,102.0,10.0,112.1,1.12,0.7,9.3,
감포연안2_연안,2012-11-25,129.5305556,35.81555556,197.6,33.36,15.17,0.9,0.6,7.49,8.04,272.7,7.1,10.3,86.9,12.0,104.6,0.28,10.7,16.0,
감포연안3_연안,2012-02-14,129.4883333,35.7075,208.5,34.31,12.25,0.64,4.0,8.4,8.19,270.3,5.8,16.2,61.2,5.0,67.6,0.57,0.6,17.5,
감포연안3_연안,2012-05-09,129.4883333,35.7075,190.6,34.08,16.75,2.0,5.0,9.36,8.22,12.4,0.6,1.1,5.6,5.0,7.2,1.04,1.0,15.5,
감포연안3_연안,2012-08-12,129.4883333,35.7075,138.9,32.2,27.58,1.28,4.0,6.92,8.2,533.3,5.3,8.5,98.5,8.0,104.6,1.22,0.7,13.0,
감포연안3_연안,2012-11-25,129.4883333,35.7075,216.7,33.28,16.29,0.64,2.6,7.49,8.01,386.5,8.5,18.0,103.3,4.0,120.5,0.39,8.7,19.2,
감포연안4_연안,2012-02-14,129.5005556,35.74638889,204.5,34.37,11.82,0.87,2.6,8.75,8.2,260.3,5.9,15.4,61.6,7.0,68.2,0.76,0.7,15.4,
감포연안4_연안,2012-05-09,129.5005556,35.74638889,190.2,34.16,20.88,1.33,3.6,9.03,8.15,16.7,1.2,2.8,7.2,5.0,9.0,1.07,0.7,15.4,
감포연안4_연안,2012-08-12,129.5005556,35.74638889,152.4,32.25,27.97,1.68,6.2,6.92,8.2,502.6,8.0,8.8,99.5,7.0,108.7,0.82,1.2,15.6,
감포연안4_연안,2012-11-25,129.5005556,35.74638889,228.4,33.31,15.2,0.9,2.6,7.48,8.03,355.0,8.3,16.0,97.3,7.0,111.4,0.39,5.7,17.4,
감포연안H1_항만,2012-08-12,129.5055556,35.80694444,223.3,32.26,28.39,0.87,2.8,6.01,8.12,117.1,2.6,8.9,22.4,7.0,69.6,1.17,44.6,18.7,
강구연안1_연안,2012-02-13,129.4205556,36.38055556,215.2,34.37,10.82,1.33,2.2,8.93,8.21,225.6,4.2,10.7,68.2,13.0,74.7,0.48,2.3,17.2,
강구연안1_연안,2012-05-08,129.4205556,36.38055556,196.3,34.11,16.2,1.13,4.4,8.63,8.19,16.7,0.2,1.4,8.2,7.0,13.0,0.86,4.7,12.2,
강구연안1_연안,2012-08-11,129.4205556,36.38055556,133.0,32.3,27.06,1.22,2.2,6.79,8.18,87.1,0.9,1.2,8.1,9.0,12.9,0.98,3.8,15.6,
강구연안1_연안,2012-11-23,129.4205556,36.38055556,177.8,33.46,13.97,0.93,1.6,7.69,8.07,241.6,5.7,9.9,72.3,9.0,85.9,0.12,7.9,15.5,
강구연안2_연안,2012-02-13,129.3975,36.35,253.4,34.37,10.72,1.1,2.6,9.17,8.21,231.0,4.4,11.4,71.1,12.0,78.5,0.37,3.1,16.2,
강구연안2_연안,2012-05-09,129.3975,36.35,243.7,33.8,15.55,1.33,3.2,8.59,8.17,95.3,0.7,1.9,46.9,8.0,52.9,0.97,5.2,13.1,
강구연안2_연안,2012-08-11,129.3975,36.35,135.4,32.63,27.11,0.81,3.0,6.86,8.18,421.4,4.4,1.3,8.3,9.0,15.4,1.33,2.6,15.0,
강구연안2_연안,2012-11-23,129.3975,36.35,183.5,33.43,14.11,0.9,2.8,7.94,8.07,231.0,5.6,9.9,68.3,12.0,80.4,0.27,6.5,13.7,
강구연안H1_항만,2012-08-11,129.3905556,36.35666667,559.1,30.73,27.23,5.17,5.4,6.22,8.08,823.5,6.6,25.7,163.8,1.7,223.4,2.93,53.0,54.0,
강릉연안1_연안,2012-02-10,128.9616667,37.78166667,227.3,33.79,7.12,0.87,2.6,9.3,8.24,298.2,4.0,13.2,89.1,11.0,110.2,0.74,17.1,23.1,
강릉연안1_연안,2012-05-07,128.9616667,37.78166667,137.7,33.97,13.72,1.57,4.6,8.95,8.16,7.2,0.0,3.4,3.6,7.0,6.8,0.72,3.2,16.8,
강릉연안1_연안,2012-08-08,128.9616667,37.78166667,175.0,32.34,26.08,1.74,1.8,7.97,8.25,21.3,1.1,1.0,12.3,4.0,27.1,1.42,13.7,15.5,
강릉연안1_연안,2012-11-21,128.9616667,37.78166667,164.6,33.32,13.1,1.28,2.0,8.07,8.14,122.6,2.4,1.9,40.9,7.0,53.2,0.53,9.9,10.9,
강릉연안2_연안,2012-02-10,128.9555556,37.78,147.6,34.2,7.25,0.87,2.2,9.38,8.25,243.7,3.4,12.1,78.5,11.0,87.1,0.7,5.2,21.4,
강릉연안2_연안,2012-05-07,128.9555556,37.78,154.0,33.97,13.92,1.13,4.0,9.14,8.16,14.2,0.0,3.4,7.1,7.0,10.2,0.8,3.1,19.5,
강릉연안2_연안,2012-08-08,128.9555556,37.78,158.4,32.21,26.18,1.28,4.0,8.1,8.27,11.1,1.0,1.1,12.4,3.5,26.9,1.86,13.6,13.5,
강릉연안2_연안,2012-11-21,128.9555556,37.78,156.4,33.38,13.2,1.59,2.6,8.29,8.14,113.2,2.0,1.2,30.0,8.0,38.7,0.53,6.7,11.8,
강릉연안3_연안,2012-02-10,128.9761111,37.76972222,141.4,34.18,7.75,0.87,1.0,9.28,8.24,235.8,3.4,11.9,67.9,15.0,77.0,0.62,5.7,22.7,
강릉연안3_연안,2012-05-07,128.9761111,37.76972222,127.1,34.06,13.99,1.33,4.4,8.91,8.17,7.3,0.0,3.0,3.6,6.0,7.1,0.54,3.5,14.8,
강릉연안3_연안,2012-08-08,128.9761111,37.76972222,165.6,32.1,26.15,0.88,2.2,8.15,8.28,12.1,1.0,1.0,12.1,5.0,18.5,1.94,5.4,16.6,
강릉연안3_연안,2012-11-21,128.9761111,37.76972222,173.2,33.22,12.89,1.31,2.4,8.34,8.14,136.5,3.0,2.1,56.0,7.0,82.7,0.65,23.7,11.4,
강릉연안4_연안,2012-02-10,128.9316667,37.80638889,171.0,34.21,7.41,1.1,1.6,9.22,8.24,243.8,3.2,12.1,75.9,12.0,84.5,0.45,5.4,26.2,
강릉연안4_연안,2012-05-07,128.9316667,37.80638889,124.1,33.93,13.81,1.33,4.2,8.72,8.15,10.9,0.0,4.3,5.4,7.0,10.8,0.67,5.4,15.3,
강릉연안4_연안,2012-08-08,128.9316667,37.80638889,141.3,32.26,26.26,0.82,3.4,8.12,8.26,13.3,1.0,1.1,15.0,7.0,21.2,1.73,5.2,11.9,
강릉연안4_연안,2012-11-21,128.9316667,37.80638889,144.4,33.36,12.85,1.36,2.6,8.26,8.14,108.9,1.7,1.0,27.3,8.0,34.8,0.79,5.8,10.8,
강릉연안5_연안,2012-02-10,129.0808333,37.66444444,163.4,34.25,8.37,0.87,3.0,9.03,8.24,242.6,2.7,12.0,75.2,12.0,83.7,0.46,5.8,14.2,
강릉연안5_연안,2012-05-07,129.0808333,37.66444444,125.1,33.99,15.3,0.87,2.6,8.85,8.17,12.6,0.0,2.8,6.3,7.0,11.2,0.58,4.9,16.5,
강릉연안5_연안,2012-08-08,129.0808333,37.66444444,165.2,32.25,26.62,1.33,6.6,7.99,8.26,14.7,1.0,1.3,10.5,6.0,16.3,1.98,4.8,14.5,
강릉연안5_연안,2012-11-21,129.0808333,37.66444444,146.2,33.43,13.32,1.54,2.6,8.02,8.14,109.6,2.2,1.1,30.8,8.0,40.7,0.69,7.6,11.0,
강릉연안6_연안,2012-02-10,129.0372222,37.71666667,154.0,34.19,7.84,1.1,2.2,9.06,8.24,225.8,2.9,11.7,74.2,13.0,84.3,0.54,7.1,16.5,
강릉연안6_연안,2012-05-07,129.0372222,37.71666667,130.3,34.01,15.2,2.23,4.8,9.04,8.2,18.6,0.7,2.7,8.7,6.0,16.7,0.74,7.4,10.7,
강릉연안6_연안,2012-08-08,129.0372222,37.71666667,146.8,32.24,26.14,1.28,4.4,8.0,8.28,12.3,0.9,1.1,13.4,5.0,16.9,1.76,2.6,12.4,
강릉연안6_연안,2012-11-21,129.0372222,37.71666667,150.5,33.43,13.32,1.13,2.0,8.07,8.14,117.7,2.4,2.0,38.7,8.0,50.9,0.29,9.8,4.0,
강릉연안7_연안,2012-02-10,128.9952778,37.75083333,169.6,34.19,7.73,0.64,1.4,9.2,8.24,233.5,3.1,11.6,73.6,17.0,83.1,0.48,6.5,14.2,
강릉연안7_연안,2012-05-07,128.9952778,37.75083333,146.8,34.02,13.88,1.57,3.8,8.79,8.16,16.5,0.2,4.7,8.0,6.0,30.7,1.02,22.4,14.2,
강릉연안7_연안,2012-08-08,128.9952778,37.75083333,145.0,32.14,26.26,0.81,5.2,7.93,8.28,12.6,1.1,1.8,12.9,4.0,17.1,1.86,3.1,12.4,
강릉연안7_연안,2012-11-21,128.9952778,37.75083333,138.5,33.4,13.3,1.34,2.6,8.15,8.14,101.7,2.0,0.6,22.2,9.0,34.2,0.47,10.0,10.1,
거제도남안1_연안,2012-02-23,128.5580556,34.81333333,108.5,34.24,7.1,1.53,2.2,11.18,7.95,163.7,1.8,7.2,9.3,6.7,29.6,0.81,18.5,13.6,
거제도남안1_연안,2012-05-07,128.5580556,34.81333333,163.6,33.79,16.4,2.18,3.7,9.18,8.25,131.3,0.0,1.0,0.0,6.5,1.8,0.22,1.8,14.5,
거제도남안1_연안,2012-08-07,128.5580556,34.81333333,117.8,32.88,25.34,1.04,37.4,7.1,7.96,122.8,0.9,13.8,3.2,6.5,10.6,0.67,6.5,15.7,
거제도남안2_연안,2012-02-23,128.52,34.78083333,143.6,34.29,9.26,1.31,2.4,10.05,7.93,197.8,4.0,12.7,39.9,5.0,64.8,0.77,20.9,15.2,
거제도남안2_연안,2012-05-07,128.52,34.78083333,199.4,33.87,16.7,4.7,7.0,9.36,8.29,46.1,0.1,1.1,0.0,3.5,0.0,0.5,0.0,20.3,
거제도남안2_연안,2012-08-07,128.52,34.78083333,125.1,32.84,24.88,2.35,23.8,7.19,8.08,87.0,1.0,7.8,1.8,4.5,10.3,1.42,7.5,13.0,
거제도남안3_연안,2012-02-23,128.5402778,34.72277778,140.6,34.41,11.39,0.84,2.9,9.52,7.94,169.5,4.5,10.4,49.1,6.1,67.3,0.65,13.7,12.5,
거제도남안3_연안,2012-05-07,128.5402778,34.72277778,201.3,34.18,14.57,2.9,5.0,8.75,8.22,136.8,0.9,1.7,5.0,4.0,14.4,0.27,8.5,17.8,
거제도남안3_연안,2012-08-07,128.5402778,34.72277778,118.1,32.48,24.74,2.93,12.2,7.33,8.23,133.4,1.2,3.6,2.4,8.0,12.9,0.94,9.2,12.8,
거제도남안4_연안,2012-02-23,128.6427778,34.67388889,134.6,34.5,13.2,0.84,1.7,9.31,7.91,169.2,4.8,9.0,50.1,9.6,63.3,1.09,8.5,11.9,
거제도남안4_연안,2012-05-07,128.6427778,34.67388889,223.9,34.23,14.34,1.51,5.7,8.49,8.22,188.6,1.8,4.5,8.8,5.5,29.7,0.18,19.1,16.3,
거제도남안4_연안,2012-08-07,128.6427778,34.67388889,83.9,32.12,27.14,0.98,12.4,6.64,8.22,119.6,0.8,2.8,1.4,20.0,9.5,0.66,7.2,6.7,
거제도동안1_연안,2012-02-21,128.7333333,34.90944444,127.4,34.51,12.94,1.97,3.5,9.76,8.09,157.8,4.6,7.6,42.3,8.5,56.1,0.94,9.2,21.1,
거제도동안1_연안,2012-05-07,128.7333333,34.90944444,217.6,32.71,16.15,5.89,3.8,9.92,8.33,61.3,4.4,0.5,5.7,2.8,10.9,1.73,0.8,11.5,
거제도동안1_연안,2012-08-07,128.7333333,34.90944444,120.0,32.0,26.6,1.2,28.3,7.61,8.17,70.1,1.4,4.3,5.3,5.8,40.9,2.24,34.2,14.6,
거제도동안1_연안,2012-11-05,128.7333333,34.90944444,197.2,32.44,17.47,2.91,5.8,8.89,8.18,355.0,6.3,11.4,43.5,7.0,54.0,1.18,4.2,23.3,
거제도동안2_연안,2012-02-21,128.6797222,34.79861111,136.8,34.41,11.28,0.84,7.1,8.91,8.07,173.0,5.1,9.7,51.9,5.0,66.7,0.78,9.7,14.7,
거제도동안2_연안,2012-05-08,128.6797222,34.79861111,177.8,34.06,14.9,3.28,3.5,9.06,8.23,109.2,1.0,0.0,4.0,3.6,6.6,1.04,1.5,13.3,
거제도동안2_연안,2012-08-13,128.6797222,34.79861111,129.2,32.2,27.0,2.25,10.8,6.8,8.15,71.5,1.2,4.5,2.8,5.0,9.2,1.01,5.3,16.3,
거제도동안2_연안,2012-11-05,128.6797222,34.79861111,206.3,33.02,17.93,1.68,4.3,8.75,8.24,238.7,3.7,4.8,28.7,9.0,47.7,0.78,15.2,18.9,
거제도동안3_연안,2012-02-21,128.7744444,34.76805556,131.9,34.51,12.94,1.27,3.1,9.76,8.09,155.6,4.6,7.0,45.2,8.5,61.8,0.55,12.0,13.4,
거제도동안3_연안,2012-05-09,128.7744444,34.76805556,233.9,33.46,15.41,3.97,5.6,8.95,8.17,149.3,5.2,0.8,18.8,3.5,25.5,1.02,1.5,19.0,
거제도동안3_연안,2012-08-13,128.7744444,34.76805556,116.0,32.2,26.4,1.29,12.0,6.79,8.1,82.2,1.2,5.2,1.9,6.0,9.7,0.83,6.6,12.1,
거제도동안3_연안,2012-11-05,128.7744444,34.76805556,174.3,32.91,18.08,2.29,5.1,8.96,8.16,216.9,4.3,5.2,30.2,16.0,41.2,0.6,6.7,11.9,
거제도동안4_연안,2012-02-21,128.7502778,34.87916667,147.7,34.3,10.23,1.45,5.5,8.31,7.91,176.5,5.8,9.9,52.5,7.5,72.7,0.97,14.4,15.5,
거제도동안4_연안,2012-05-10,128.7502778,34.87916667,202.2,32.78,17.37,7.74,3.6,9.34,8.34,0.1,0.2,1.3,1.5,3.0,4.0,2.06,2.3,15.8,
거제도동안4_연안,2012-08-13,128.7502778,34.87916667,102.0,32.1,26.0,1.53,14.2,6.84,8.2,839.4,1.2,7.7,2.2,6.1,8.4,0.91,5.0,10.7,
거제도동안4_연안,2012-11-05,128.7502778,34.87916667,194.2,32.85,17.79,1.77,6.0,8.95,8.18,266.3,4.9,8.2,35.7,4.5,54.9,0.73,14.2,18.2,
거제도동안H1_항만,2012-02-21,128.7155556,34.88527778,304.1,34.11,9.13,2.41,11.4,8.86,7.95,156.8,5.7,15.4,65.3,6.0,101.0,0.04,29.9,32.5,
거제도동안H1_항만,2012-08-07,128.7155556,34.88527778,182.9,31.5,25.8,1.98,11.5,7.63,8.15,30.2,1.5,3.7,4.4,3.4,13.1,1.99,7.1,21.8,
거제도동안H2_항만,2012-02-21,128.7272222,34.86472222,310.8,34.06,10.73,1.04,4.0,8.07,8.06,191.9,6.4,15.6,63.5,6.0,104.5,1.63,34.7,19.9,
거제도동안H2_항만,2012-08-13,128.7272222,34.86472222,310.6,31.7,27.0,16.76,10.8,6.67,8.14,1.3,4.5,9.0,10.1,2.0,34.3,2.14,19.8,49.7,
거진연안1_연안,2012-02-06,128.5055556,38.40833333,225.1,34.24,8.18,0.64,1.4,8.96,8.2,239.0,3.7,12.4,78.8,14.0,86.1,0.37,3.6,25.5,
