station,date_time,longitude,latitude,bot.depth[m],depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
인천연안7_환경관리,2019-02-09 00:00:00,126.66111,37.34167,0,6.0,667.5,30.65,2.74,6.08,19.7,11.0,8.07,,10.3,,,,530.5,2.07,211.7,52.9
인천연안7_환경관리,2019-05-04 00:00:00,126.66111,37.34167,0,0.0,504.0,30.39,13.44,5.37,35.4,10.02,8.23,66.2,18.6,,,1.5,216.6,4.1,60.6,49.8
인천연안7_환경관리,2019-05-04 00:00:00,126.66111,37.34167,0,5.0,513.6,30.4,13.41,1.57,20.2,10.09,8.25,60.6,19.1,,,,208.7,2.99,57.3,49.5
인천연안7_환경관리,2019-08-04 09:14:00,126.66111,37.34167,0,0.0,649.8,29.62,26.33,3.05,30.3,6.69,7.81,,24.1,,,1.0,392.2,2.03,219.8,104.7
인천연안7_환경관리,2019-08-04 09:14:00,126.66111,37.34167,0,7.5,520.4,29.56,26.53,2.94,34.8,6.72,7.82,,24.2,,,,360.9,1.89,205.4,80.7
인천연안7_환경관리,2019-11-05 13:14:00,126.66111,37.34167,0,0.0,789.9,29.38,17.16,5.36,7.0,8.59,8.14,,24.5,,,2.1,460.5,2.6,145.3,85.7
인천연안7_환경관리,2019-11-05 13:14:00,126.66111,37.34167,0,5.0,686.7,28.98,16.97,3.74,4.2,8.59,8.14,,25.2,,,,447.7,2.57,131.0,72.4
인천연안8_환경관리,2019-02-09 00:00:00,126.63194,37.32361,0,0.0,648.9,30.72,2.67,3.06,10.4,10.88,8.1,,9.3,,,1.6,349.0,2.23,20.1,51.4
인천연안8_환경관리,2019-02-09 00:00:00,126.63194,37.32361,0,7.0,638.6,30.74,2.7,7.0,9.7,11.0,8.1,,9.1,,,,452.5,2.09,144.5,50.4
인천연안8_환경관리,2019-05-04 00:00:00,126.63194,37.32361,0,0.0,516.4,30.71,12.95,1.77,10.3,11.09,8.29,44.2,20.0,,,1.7,161.0,3.36,7.1,53.5
인천연안8_환경관리,2019-05-04 00:00:00,126.63194,37.32361,0,7.0,389.5,30.9,12.43,1.97,7.0,10.1,8.26,61.0,14.4,,110.8,,130.0,2.64,4.8,32.3
인천연안8_환경관리,2019-08-04 09:27:00,126.63194,37.32361,0,0.0,637.0,29.81,25.91,2.44,11.7,6.52,7.83,,21.5,,,1.1,355.4,1.54,198.2,97.2
인천연안8_환경관리,2019-08-04 09:27:00,126.63194,37.32361,0,9.0,528.5,29.81,26.08,1.95,14.2,6.58,7.85,,19.9,,,,364.8,1.66,235.2,76.3
인천연안8_환경관리,2019-11-05 13:30:00,126.63194,37.32361,0,0.0,411.5,30.74,17.61,4.72,6.3,8.88,8.2,,14.8,,110.8,3.2,174.6,2.41,49.1,50.1
인천연안8_환경관리,2019-11-05 13:30:00,126.63194,37.32361,0,6.0,336.4,30.71,17.56,3.75,6.3,8.88,8.19,,15.0,,108.7,,173.1,1.9,49.5,41.8
인천연안9_환경관리,2019-02-09 00:00:00,126.57222,37.33889,0,0.0,528.4,31.0,2.77,6.76,14.3,10.83,8.07,,5.5,,,1.3,339.0,1.53,33.8,44.4
인천연안9_환경관리,2019-02-09 00:00:00,126.57222,37.33889,0,11.0,516.2,31.0,2.78,6.44,13.4,10.97,8.08,,6.0,,,,353.4,1.86,66.5,44.0
인천연안9_환경관리,2019-05-04 00:00:00,126.57222,37.33889,0,0.0,299.9,31.1,11.83,0.78,8.3,10.0,8.24,54.9,7.3,,88.6,2.2,112.2,2.08,16.3,20.8
인천연안9_환경관리,2019-05-04 00:00:00,126.57222,37.33889,0,11.0,313.9,31.1,11.69,1.8,12.5,9.76,8.23,57.0,6.9,,87.3,,94.5,2.37,0.3,20.6
인천연안9_환경관리,2019-08-04 08:47:00,126.57222,37.33889,0,0.0,505.7,30.33,25.1,1.97,24.3,6.24,7.88,,17.1,,112.7,0.9,289.4,1.63,159.6,67.5
인천연안9_환경관리,2019-08-04 08:47:00,126.57222,37.33889,0,12.0,460.0,30.35,25.24,1.6,24.8,6.19,7.89,,17.4,,112.7,,277.6,1.92,161.0,62.0
인천연안9_환경관리,2019-11-05 12:50:00,126.57222,37.33889,0,0.0,372.9,30.95,17.55,4.12,5.7,8.88,8.19,146.5,13.7,,90.8,5.0,142.3,1.66,37.9,47.6
인천연안9_환경관리,2019-11-05 12:50:00,126.57222,37.33889,0,8.0,333.4,31.04,17.43,3.98,5.7,8.59,8.17,,13.0,,77.4,,125.6,1.64,35.3,44.0
인천연안H1_항만,2019-02-08 00:00:00,126.6105556,37.46666667,0,0.0,1347.3,28.63,2.77,2.31,14.9,10.68,8.05,,20.9,,,1.4,1059.6,2.13,514.9,62.8
인천연안H1_항만,2019-02-08 00:00:00,126.6105556,37.46666667,0,9.0,1197.1,29.96,3.09,2.39,10.1,10.44,8.04,,17.2,,,,919.7,2.17,452.0,62.7
인천연안H1_항만,2019-08-03 11:19:00,126.6105556,37.46666667,0,0.0,936.0,25.85,26.35,2.34,8.7,5.48,7.74,,49.3,,,1.8,720.5,0.96,304.8,91.5
인천연안H1_항만,2019-08-03 11:19:00,126.6105556,37.46666667,0,13.0,693.9,25.6,26.74,2.5,29.0,5.78,7.81,,32.7,,,,487.6,3.6,245.7,76.6
전주포연안1_연안,2019-02-15 00:00:00,126.5,35.87694444,0,0.0,286.6,31.38,3.84,10.64,27.5,11.21,8.15,142.1,4.6,,111.9,1.1,131.3,2.36,14.8,28.5
전주포연안1_연안,2019-02-15 00:00:00,126.5,35.87694444,0,12.0,289.3,31.38,3.74,12.04,26.4,11.04,8.15,136.1,3.0,,112.5,,123.2,2.45,7.7,29.2
전주포연안1_연안,2019-05-08 00:00:00,126.5,35.87694444,0,0.0,313.9,31.25,13.7,2.22,25.0,9.58,8.19,44.1,1.3,0.4,15.8,1.6,18.0,2.19,0.9,35.4
전주포연안1_연안,2019-05-08 00:00:00,126.5,35.87694444,0,8.0,195.2,31.3,13.42,1.26,15.4,9.3,8.18,48.1,1.2,1.9,14.3,,88.3,2.73,72.8,24.4
전주포연안1_연안,2019-08-09 14:50:00,126.5,35.87694444,0,0.0,224.2,30.42,28.21,6.84,8.0,7.81,8.07,,0.9,,2.5,2.1,21.5,1.53,18.1,50.3
전주포연안1_연안,2019-08-09 14:50:00,126.5,35.87694444,0,9.0,218.0,30.39,28.76,3.74,4.7,6.43,8.03,,0.9,,2.5,,32.6,2.92,29.8,37.1
전주포연안1_연안,2019-11-13 09:18:00,126.5,35.87694444,0,0.0,318.4,31.27,14.42,1.19,11.3,7.82,8.12,,7.1,,47.4,1.0,128.4,1.64,73.9,59.3
전주포연안1_연안,2019-11-13 09:18:00,126.5,35.87694444,0,7.0,328.2,31.27,14.42,1.19,11.2,7.82,8.12,,7.2,,44.7,,124.2,2.01,72.3,51.9
전주포연안2_연안,2019-02-15 00:00:00,126.4333333,35.8375,0,0.0,240.4,31.64,4.12,5.92,13.1,11.13,8.13,,4.3,,99.7,1.4,112.7,2.53,8.7,26.2
전주포연안2_연안,2019-02-15 00:00:00,126.4333333,35.8375,0,11.0,256.1,31.69,4.01,6.12,12.8,10.92,8.13,,2.5,,105.6,,114.2,2.16,6.1,26.9
전주포연안2_연안,2019-05-08 00:00:00,126.4333333,35.8375,0,0.0,253.7,31.36,13.11,2.67,13.2,9.56,8.14,39.8,0.8,0.3,13.1,1.5,22.4,1.77,8.5,27.3
전주포연안2_연안,2019-05-08 00:00:00,126.4333333,35.8375,0,17.0,207.0,31.49,12.46,6.37,18.1,9.52,8.17,45.1,0.9,2.2,15.8,,28.8,2.28,12.1,22.7
전주포연안2_연안,2019-08-09 14:25:00,126.4333333,35.8375,0,0.0,204.5,31.07,27.59,2.67,2.3,7.66,8.17,,0.3,,1.4,2.2,3.9,1.15,2.3,34.3
전주포연안2_연안,2019-08-09 14:25:00,126.4333333,35.8375,0,8.0,203.6,31.12,27.98,2.46,6.0,7.29,8.16,,0.8,,1.4,,6.9,2.68,4.8,31.1
전주포연안2_연안,2019-11-13 09:42:00,126.4333333,35.8375,0,0.0,266.8,31.07,15.59,1.13,11.5,7.83,8.1,,7.1,,30.1,1.2,92.3,1.78,55.1,46.6
전주포연안2_연안,2019-11-13 09:42:00,126.4333333,35.8375,0,7.0,279.7,30.94,15.29,1.13,11.5,7.92,8.09,,7.1,,28.2,,84.9,1.91,49.6,43.7
전주포연안3_연안,2019-02-18 00:00:00,126.3777778,35.77083333,0,0.0,264.0,31.79,3.98,5.0,17.4,10.82,8.06,,4.0,,,1.0,140.4,1.36,5.4,30.9
전주포연안3_연안,2019-02-18 00:00:00,126.3777778,35.77083333,0,13.0,260.9,31.94,4.18,4.16,19.7,10.47,8.05,,3.0,,,,145.9,1.61,4.0,29.8
전주포연안3_연안,2019-05-08 00:00:00,126.3777778,35.77083333,0,0.0,251.5,31.6,12.35,3.37,11.0,9.64,8.14,72.5,1.4,2.5,21.7,2.1,23.3,1.6,0.2,25.0
전주포연안3_연안,2019-05-08 00:00:00,126.3777778,35.77083333,0,15.0,361.6,31.68,11.7,5.2,16.0,9.51,8.15,62.5,1.2,3.5,22.9,,24.5,2.35,0.4,20.6
전주포연안3_연안,2019-08-09 13:40:00,126.3777778,35.77083333,0,0.0,197.4,31.01,27.03,2.96,15.5,7.98,8.2,,0.4,,1.3,2.0,2.6,1.9,0.9,31.0
전주포연안3_연안,2019-08-09 13:40:00,126.3777778,35.77083333,0,14.0,166.9,31.05,28.03,1.04,24.2,6.77,8.13,,1.1,,1.9,,54.5,3.18,51.5,19.5
전주포연안3_연안,2019-11-16 13:58:00,126.3777778,35.77083333,0,0.0,276.6,31.4,15.66,3.09,19.5,8.29,8.13,,7.1,,26.7,1.2,82.8,1.74,49.1,46.2
전주포연안3_연안,2019-11-16 13:58:00,126.3777778,35.77083333,0,14.0,274.1,31.64,15.77,1.71,19.5,8.0,8.19,,4.3,,16.4,,66.2,1.62,45.5,42.3
전주포연안4_연안,2019-02-18 00:00:00,126.5,35.7375,0,0.0,235.0,31.73,3.76,7.2,12.4,10.93,8.22,,3.0,,70.0,2.0,79.8,1.69,6.8,25.8
전주포연안4_연안,2019-02-18 00:00:00,126.5,35.7375,0,5.0,234.9,31.72,3.75,8.12,13.1,11.04,8.22,,2.6,,70.0,,77.5,2.38,4.9,25.3
전주포연안4_연안,2019-05-08 00:00:00,126.5,35.7375,0,0.0,254.4,31.5,13.7,2.47,12.0,9.69,8.22,,0.0,1.0,3.4,2.0,3.9,2.17,0.4,28.0
전주포연안4_연안,2019-05-08 00:00:00,126.5,35.7375,0,8.0,472.4,31.56,13.71,5.0,15.9,9.61,8.21,,0.2,0.7,3.3,,47.0,2.53,43.5,24.7
전주포연안4_연안,2019-08-09 18:38:00,126.5,35.7375,0,0.0,226.0,30.78,27.92,5.84,13.3,7.0,8.07,,1.0,,1.6,1.0,20.7,1.84,18.1,45.2
전주포연안4_연안,2019-08-09 18:38:00,126.5,35.7375,0,13.0,236.9,30.84,28.67,4.64,13.8,6.45,8.06,,1.0,,1.8,,40.6,4.0,37.8,41.2
전주포연안4_연안,2019-11-16 15:28:00,126.5,35.7375,0,0.0,318.1,28.43,15.31,11.08,17.9,8.65,8.21,,6.5,,20.0,1.0,67.2,1.83,40.7,56.7
전주포연안4_연안,2019-11-16 15:28:00,126.5,35.7375,0,7.0,277.8,31.29,15.48,6.96,17.9,8.36,8.15,,7.1,,22.1,,72.5,1.78,43.3,44.7
전주포연안5_연안,2019-02-18 00:00:00,126.5,35.68611111,0,0.0,231.8,31.73,3.7,8.08,12.3,11.16,8.25,,3.1,2.7,53.7,1.9,59.6,1.81,2.9,25.7
전주포연안5_연안,2019-02-18 00:00:00,126.5,35.68611111,0,10.0,251.0,31.73,3.71,7.92,12.0,11.17,8.25,,2.5,3.0,60.2,,79.7,2.09,17.0,26.3
전주포연안5_연안,2019-05-08 00:00:00,126.5,35.68611111,0,0.0,247.3,31.65,13.19,3.37,12.9,9.69,8.17,133.5,0.2,0.6,2.3,2.0,3.3,2.53,0.8,26.4
전주포연안5_연안,2019-05-08 00:00:00,126.5,35.68611111,0,11.0,200.3,31.65,13.13,6.7,22.2,9.66,8.19,132.5,0.0,0.0,1.5,,28.9,2.35,27.4,23.6
전주포연안5_연안,2019-08-09 19:00:00,126.5,35.68611111,0,0.0,239.1,30.88,28.24,4.08,4.5,8.31,8.19,,0.9,,1.6,1.2,3.2,1.37,0.6,48.4
전주포연안5_연안,2019-08-09 19:00:00,126.5,35.68611111,0,10.0,280.9,30.87,28.5,6.44,6.2,5.64,8.09,,1.4,,1.6,,38.9,2.66,36.2,58.8
전주포연안5_연안,2019-11-16 15:51:00,126.5,35.68611111,0,0.0,275.4,31.35,15.04,4.32,19.0,8.26,8.15,,6.8,,23.5,1.1,74.0,1.93,43.8,46.8
전주포연안5_연안,2019-11-16 15:51:00,126.5,35.68611111,0,12.0,266.3,31.35,15.01,4.32,19.0,8.18,8.14,,6.6,,22.2,,76.3,2.15,47.5,42.7
전주포연안6_연안,2019-02-18 00:00:00,126.4416667,35.61666667,0,0.0,248.8,31.83,3.94,6.12,19.9,10.85,8.2,,2.7,,95.4,1.2,104.9,1.53,6.8,28.5
전주포연안6_연안,2019-02-18 00:00:00,126.4416667,35.61666667,0,11.0,226.3,31.83,3.92,6.48,35.7,10.76,8.2,,2.2,,98.6,,110.4,2.24,9.5,24.9
전주포연안6_연안,2019-05-08 00:00:00,126.4416667,35.61666667,0,0.0,217.3,31.63,14.83,1.51,10.0,9.39,8.17,,0.0,0.2,1.8,1.7,9.7,2.69,8.0,23.5
전주포연안6_연안,2019-05-08 00:00:00,126.4416667,35.61666667,0,13.0,263.1,31.67,13.3,6.47,26.1,9.46,8.19,136.8,0.0,1.1,2.2,,2.4,2.4,0.1,20.9
전주포연안6_연안,2019-08-10 05:55:00,126.4416667,35.61666667,0,0.0,225.9,30.97,26.53,3.09,6.7,6.38,8.1,,1.6,,5.3,3.3,28.1,2.12,21.2,43.2
전주포연안6_연안,2019-08-10 05:55:00,126.4416667,35.61666667,0,9.5,209.4,30.96,26.65,2.29,4.3,5.88,8.1,,1.1,,5.6,,34.2,2.68,27.6,44.7
전주포연안6_연안,2019-11-16 16:47:00,126.4416667,35.61666667,0,0.0,311.0,31.33,14.63,5.0,49.3,8.32,8.08,,5.1,,33.0,0.4,78.5,2.14,40.5,56.0
전주포연안6_연안,2019-11-16 16:47:00,126.4416667,35.61666667,0,13.0,307.0,31.29,14.5,5.0,49.3,8.27,8.15,,5.2,,32.7,,90.1,2.28,52.2,59.1
전주포연안7_연안,2019-02-18 00:00:00,126.4747222,35.78583333,0,0.0,284.7,31.7,3.87,6.76,28.4,10.54,8.1,,3.2,,109.5,0.8,124.2,1.61,11.5,30.8
전주포연안7_연안,2019-02-18 00:00:00,126.4747222,35.78583333,0,6.0,232.7,31.71,3.88,7.24,20.4,10.66,8.12,,2.9,,109.6,,120.0,2.01,7.5,26.8
전주포연안7_연안,2019-05-08 00:00:00,126.4747222,35.78583333,0,0.0,248.8,31.37,13.3,3.32,24.4,9.63,8.2,111.5,1.0,1.6,14.9,1.6,16.4,2.51,0.5,26.6
전주포연안7_연안,2019-05-08 00:00:00,126.4747222,35.78583333,0,9.0,277.4,31.49,13.03,6.83,16.2,9.39,8.18,105.8,1.1,2.0,17.5,,72.6,2.12,54.0,24.4
전주포연안7_연안,2019-08-09 13:11:00,126.4747222,35.78583333,0,0.0,221.2,30.77,27.24,3.76,5.0,8.46,8.24,,0.4,,1.4,2.5,1.9,1.2,0.0,34.9
전주포연안7_연안,2019-08-09 13:11:00,126.4747222,35.78583333,0,7.5,194.8,30.87,27.16,3.8,5.5,7.06,8.17,,0.8,,1.9,,29.3,3.32,26.6,28.2
전주포연안7_연안,2019-11-16 14:36:00,126.4747222,35.78583333,0,0.0,316.4,29.66,15.15,11.48,16.1,8.3,8.17,,6.6,,23.2,0.8,73.3,2.23,43.5,48.4
전주포연안7_연안,2019-11-16 14:36:00,126.4747222,35.78583333,0,8.0,285.5,30.91,15.16,6.24,16.1,8.09,8.15,,6.5,,21.7,,74.2,1.85,46.0,42.2
전주포연안8_연안,2019-02-15 00:00:00,126.4969444,35.935,0,0.0,327.1,31.14,3.89,4.96,13.6,11.3,8.17,,4.8,,,1.6,182.1,2.28,25.0,25.7
전주포연안8_연안,2019-02-15 00:00:00,126.4969444,35.935,0,8.0,313.0,31.63,3.89,7.4,12.2,10.67,8.14,,3.0,,,,138.3,1.83,6.9,30.5
전주포연안8_연안,2019-05-08 00:00:00,126.4969444,35.935,0,0.0,362.1,30.38,15.01,4.17,30.6,8.67,8.09,66.1,3.8,2.0,77.6,1.0,120.5,2.67,39.2,35.0
전주포연안8_연안,2019-05-08 00:00:00,126.4969444,35.935,0,5.0,455.5,30.54,14.9,6.27,32.8,8.65,8.11,66.3,3.7,2.6,76.8,,133.1,2.73,52.7,27.9
전주포연안8_연안,2019-08-09 15:12:00,126.4969444,35.935,0,0.0,298.5,30.22,27.4,3.07,11.0,5.6,7.95,,4.7,,20.3,1.6,95.0,1.18,70.0,51.4
전주포연안8_연안,2019-08-09 15:12:00,126.4969444,35.935,0,6.0,284.1,30.21,27.82,2.74,14.8,5.46,7.96,,3.9,,20.3,,90.8,3.32,69.0,49.8
전주포연안8_연안,2019-11-13 08:58:00,126.4969444,35.935,0,0.0,398.5,30.58,14.98,2.29,39.7,7.61,7.99,,7.2,,61.9,0.3,154.3,2.2,85.2,61.7
전주포연안8_연안,2019-11-13 08:58:00,126.4969444,35.935,0,4.0,380.8,30.76,14.55,2.29,39.7,7.6,7.98,,6.9,,57.9,,150.0,1.91,85.1,56.8
제주연안1_연안,2019-02-27 00:00:00,126.5327778,33.52694444,0,0.0,108.3,34.28,15.17,0.35,10.4,9.37,8.23,,2.7,,53.6,9.7,64.6,0.7,8.4,16.7
제주연안1_연안,2019-02-27 00:00:00,126.5327778,33.52694444,0,16.0,116.7,34.31,15.14,0.23,3.9,9.2,8.23,,3.0,,57.6,,62.1,3.52,1.5,15.3
제주연안1_연안,2019-05-08 00:00:00,126.5327778,33.52694444,0,0.0,117.6,34.29,16.77,0.88,5.1,11.26,8.22,,2.0,2.0,11.5,8.3,14.9,0.67,1.5,15.3
제주연안1_연안,2019-05-08 00:00:00,126.5327778,33.52694444,0,14.0,111.3,34.34,16.65,0.17,2.4,11.14,8.24,,2.5,4.1,8.9,,12.5,0.85,1.1,14.8
제주연안1_연안,2019-08-13 10:15:00,126.5327778,33.52694444,0,0.0,173.1,30.77,27.11,0.13,5.2,8.16,8.18,,2.2,,4.2,6.7,15.4,1.0,8.9,13.2
제주연안1_연안,2019-08-13 10:15:00,126.5327778,33.52694444,0,13.0,155.0,31.21,26.51,0.12,4.7,8.39,8.18,,1.3,2.9,4.2,,5.7,1.88,3.0,10.5
제주연안1_연안,2019-11-05 13:18:00,126.5327778,33.52694444,0,0.0,224.6,32.63,20.64,1.12,7.7,8.23,8.07,,2.8,,65.7,10.5,81.1,1.05,12.6,16.4
제주연안1_연안,2019-11-05 13:18:00,126.5327778,33.52694444,0,14.0,131.2,33.27,20.87,1.09,6.2,8.14,8.09,,2.8,,32.0,,50.0,0.93,15.2,15.2
제주연안2_연안,2019-02-27 00:00:00,126.4277778,33.50055556,0,0.0,93.9,34.31,15.17,0.18,41.5,9.51,8.2,,3.0,,64.5,7.8,77.3,0.48,9.8,15.1
제주연안2_연안,2019-02-27 00:00:00,126.4277778,33.50055556,0,24.0,88.6,34.31,15.1,0.16,30.8,9.28,8.24,,2.7,,56.8,,76.6,0.69,17.1,14.3
제주연안2_연안,2019-05-08 00:00:00,126.4277778,33.50055556,0,0.0,122.4,34.34,16.67,1.16,4.3,11.52,8.19,94.6,0.2,1.5,5.3,8.1,6.7,0.63,1.2,13.4
제주연안2_연안,2019-05-08 00:00:00,126.4277778,33.50055556,0,25.0,126.9,34.35,16.63,0.17,4.3,11.17,8.24,108.5,1.1,3.0,7.6,,8.8,0.87,0.2,14.8
제주연안2_연안,2019-08-13 09:43:00,126.4277778,33.50055556,0,0.0,133.9,31.04,26.91,0.23,3.0,8.06,8.18,,1.7,2.8,1.9,16.3,3.7,1.64,0.1,7.7
제주연안2_연안,2019-08-13 09:43:00,126.4277778,33.50055556,0,25.0,133.7,31.14,26.71,0.29,3.6,7.76,8.21,,0.8,1.5,1.9,,2.0,2.46,0.3,9.8
제주연안2_연안,2019-11-05 10:42:00,126.4277778,33.50055556,0,0.0,155.6,32.84,20.53,2.5,13.6,8.39,8.15,89.1,1.7,2.5,9.5,10.1,15.9,1.23,4.7,11.3
제주연안2_연안,2019-11-05 10:42:00,126.4277778,33.50055556,0,25.0,147.2,32.94,20.5,2.5,5.3,8.55,8.18,,1.9,4.0,19.3,,33.1,0.79,12.0,11.6
제주연안3_연안,2019-02-27 00:00:00,126.5683333,33.53388889,0,0.0,112.3,34.05,15.05,0.16,17.7,9.26,8.22,,2.6,,90.1,7.7,110.3,0.85,17.6,46.0
제주연안3_연안,2019-02-27 00:00:00,126.5683333,33.53388889,0,20.0,140.9,34.31,15.13,0.04,3.6,9.28,8.15,,3.0,,60.7,,67.7,1.29,4.0,17.5
제주연안3_연안,2019-05-08 00:00:00,126.5683333,33.53388889,0,0.0,154.5,34.31,16.94,0.73,20.6,11.07,8.09,,0.8,2.2,6.7,8.7,12.2,1.44,4.7,13.5
제주연안3_연안,2019-05-08 00:00:00,126.5683333,33.53388889,0,15.0,128.6,34.37,16.6,0.19,10.9,10.39,8.11,,2.9,,11.6,,15.3,0.87,0.8,15.1
제주연안3_연안,2019-08-13 11:09:00,126.5683333,33.53388889,0,0.0,87.6,31.0,27.33,0.15,4.7,8.16,8.2,,1.2,2.7,1.9,14.6,3.3,1.8,0.2,5.3
제주연안3_연안,2019-08-13 11:09:00,126.5683333,33.53388889,0,20.0,163.5,31.21,26.56,0.23,2.4,7.99,8.21,,1.3,4.2,1.9,,9.0,3.43,6.1,11.1
제주연안3_연안,2019-11-05 13:32:00,126.5683333,33.53388889,0,0.0,246.1,32.65,20.91,1.54,4.3,7.9,8.18,,2.8,,82.4,11.9,93.9,1.34,8.7,16.7
제주연안3_연안,2019-11-05 13:32:00,126.5683333,33.53388889,0,21.0,156.1,33.37,20.92,0.74,4.3,8.39,8.2,,2.3,,24.2,,39.0,1.53,12.5,13.5
제주연안H1_항만,2019-02-27 00:00:00,126.54,33.52611111,0,0.0,91.9,34.21,14.96,0.41,3.2,9.07,8.23,,2.5,,77.8,7.7,89.8,1.01,9.5,13.5
제주연안H1_항만,2019-02-27 00:00:00,126.54,33.52611111,0,14.0,139.7,34.22,14.98,0.42,3.9,9.23,8.23,,2.4,,74.5,,82.0,3.32,5.2,17.9
제주연안H1_항만,2019-08-13 10:25:00,126.54,33.52611111,0,0.0,206.6,30.82,27.1,6.9,9.35,7.05,8.13,,1.8,,4.8,10.5,17.1,1.88,10.6,9.7
제주연안H1_항만,2019-08-13 10:25:00,126.54,33.52611111,0,14.0,152.0,31.04,26.85,3.76,8.5,8.26,8.18,,1.3,3.8,4.8,,18.4,1.96,14.7,12.5
제주연안H2_항만,2019-02-27 00:00:00,126.5305556,33.52722222,0,0.0,792.3,33.38,14.73,0.51,4.1,9.39,8.25,,2.5,,,5.7,701.5,1.4,16.4,50.5
제주연안H2_항만,2019-02-27 00:00:00,126.5305556,33.52722222,0,5.0,141.2,33.79,14.97,0.47,4.2,9.42,8.24,,2.2,,64.5,,81.4,0.85,14.6,15.5
제주연안H2_항만,2019-08-13 10:53:00,126.5305556,33.52722222,0,0.0,380.9,30.75,26.91,17.1,10.9,7.69,8.13,,2.6,,17.2,3.2,42.6,2.04,22.9,25.3
제주연안H2_항만,2019-08-13 10:53:00,126.5305556,33.52722222,0,6.0,229.7,30.77,26.95,5.98,9.05,8.29,8.16,,2.2,,17.2,,42.3,3.37,33.6,19.1
조천연안1_연안,2019-02-27 00:00:00,126.8555556,33.5375,0,0.0,75.8,34.39,14.65,0.32,6.7,9.26,8.2,,2.5,,54.2,7.5,59.4,0.98,2.7,13.4
조천연안1_연안,2019-02-27 00:00:00,126.8555556,33.5375,0,16.0,139.6,34.39,14.66,0.23,4.0,9.31,8.19,,2.9,,57.0,,68.6,1.68,8.6,16.4
조천연안1_연안,2019-05-08 00:00:00,126.8555556,33.5375,0,0.0,141.2,34.3,16.61,0.07,13.3,11.39,8.23,,2.2,,18.6,8.8,28.3,0.43,7.5,14.3
조천연안1_연안,2019-05-08 00:00:00,126.8555556,33.5375,0,15.0,134.5,34.32,16.57,0.09,12.0,11.42,8.25,,2.3,,15.9,,20.8,1.14,2.7,15.2
조천연안1_연안,2019-08-13 12:35:00,126.8555556,33.5375,0,0.0,133.5,31.31,26.78,0.11,7.6,7.49,8.17,,0.8,2.7,1.1,12.6,2.2,1.98,0.3,7.7
조천연안1_연안,2019-08-13 12:35:00,126.8555556,33.5375,0,15.0,116.1,31.46,26.24,0.19,9.5,7.02,8.2,,2.1,3.8,2.1,,7.8,2.12,3.6,13.5
조천연안1_연안,2019-11-05 15:04:00,126.8555556,33.5375,0,0.0,190.4,33.48,20.63,1.67,2.6,8.23,8.13,,4.1,,47.8,9.3,62.6,1.2,10.7,17.1
조천연안1_연안,2019-11-05 15:04:00,126.8555556,33.5375,0,19.0,143.9,33.57,20.69,1.67,1.7,7.9,8.16,,4.1,,42.4,,57.9,1.31,11.4,9.8
조천연안2_연안,2019-02-27 00:00:00,126.7327778,33.57388889,0,0.0,110.3,34.36,15.0,0.35,2.3,9.47,8.22,,3.1,,57.1,8.5,61.9,0.24,1.7,16.6
조천연안2_연안,2019-02-27 00:00:00,126.7327778,33.57388889,0,45.0,72.4,34.36,14.99,0.33,4.8,9.26,8.22,,2.8,,55.0,,61.1,0.96,3.4,11.1
조천연안2_연안,2019-05-08 00:00:00,126.7327778,33.57388889,0,0.0,141.3,34.33,16.79,0.12,7.5,10.81,8.26,,2.0,3.8,9.3,9.9,14.7,0.72,3.4,13.8
조천연안2_연안,2019-05-08 00:00:00,126.7327778,33.57388889,0,43.0,91.3,34.34,16.62,0.14,4.9,11.39,8.27,,3.4,3.4,13.6,,30.2,0.75,13.2,9.5
조천연안2_연안,2019-08-13 11:58:00,126.7327778,33.57388889,0,0.0,143.3,31.14,27.22,0.18,7.6,7.12,8.21,,0.1,2.3,0.7,20.2,1.6,1.8,0.8,7.4
조천연안2_연안,2019-08-13 11:58:00,126.7327778,33.57388889,0,42.0,138.9,33.14,18.61,0.59,7.9,7.76,8.11,,3.1,,2.6,,6.2,3.96,0.5,12.4
조천연안2_연안,2019-11-05 14:25:00,126.7327778,33.57388889,0,0.0,448.7,33.29,20.85,1.73,1.8,7.65,8.18,,3.4,,45.6,12.2,55.4,1.55,6.4,15.7
조천연안2_연안,2019-11-05 14:25:00,126.7327778,33.57388889,0,44.0,93.7,33.47,20.79,1.73,1.8,8.39,8.17,,4.2,,38.9,,52.5,0.91,9.4,14.4
조천연안3_연안,2019-02-27 00:00:00,126.6663889,33.56055556,0,0.0,113.2,34.36,15.08,0.28,4.1,9.53,8.14,,2.9,,52.8,7.5,63.3,0.48,7.6,16.2
조천연안3_연안,2019-02-27 00:00:00,126.6663889,33.56055556,0,30.0,89.0,34.35,15.07,0.37,5.5,9.61,8.22,,2.8,,57.9,,82.9,1.01,22.3,11.7
조천연안3_연안,2019-05-08 00:00:00,126.6663889,33.56055556,0,0.0,126.1,34.33,16.93,0.09,11.0,11.62,8.25,,1.6,2.9,8.0,8.6,27.0,0.67,17.3,13.5
