station,일시,Longitude,Latitude,수심(m),수심(text),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L],부유물질 농도[mg/L],year,month,quarter,year_quarter
가로림연안2_연안,2016-05-01 00:00:00,126.3133333,36.99,23.0,저층,275.5,32.01,10.73,1.28,21.2,8.85,8.11,334.7,5.6,14.3,194.5,,206.3,1.28,6.1,,29.4,,2016,5,2,20162
가로림연안2_연안,2016-08-01 00:00:00,126.3133333,36.99,27.0,저층,261.6,31.74,22.02,5.38,6.9,7.72,8.08,81.8,10.3,4.3,29.0,,57.6,1.28,18.2,,26.7,,2016,8,3,20163
가로림연안2_연안,2016-11-01 00:00:00,126.3133333,36.99,22.0,저층,284.2,32.17,15.32,0.56,5.9,7.62,8.11,368.2,5.7,23.1,118.9,,132.0,0.57,7.5,,34.0,,2016,11,4,20164
가로림연안3_연안,2016-02-01 00:00:00,126.2,36.94166667,24.0,저층,521.9,32.06,3.93,0.93,16.8,11.23,8.26,565.3,1.3,26.5,208.8,,215.2,1.43,5.1,,62.9,,2016,2,1,20161
가로림연안3_연안,2016-05-01 00:00:00,126.2,36.94166667,25.2,저층,275.8,32.02,10.18,1.54,25.6,8.98,8.05,335.1,5.7,14.5,200.4,,212.5,0.79,6.5,,29.0,,2016,5,2,20162
가로림연안3_연안,2016-08-01 00:00:00,126.2,36.94166667,25.0,저층,255.3,31.7,21.61,3.8,3.3,7.33,8.06,88.6,14.1,5.1,34.0,,65.6,1.01,17.5,,21.0,,2016,8,3,20163
가로림연안3_연안,2016-11-01 00:00:00,126.2,36.94166667,28.0,저층,267.4,32.15,16.68,0.4,9.1,7.55,8.12,285.4,2.0,19.7,86.9,,96.1,0.66,7.3,,33.0,,2016,11,4,20164
가로림연안4_연안,2016-02-01 00:00:00,126.3336111,36.9225,11.0,저층,434.4,32.07,3.88,3.71,23.0,11.66,8.31,436.3,2.0,16.0,131.0,,135.4,1.21,2.4,,17.1,,2016,2,1,20161
가로림연안4_연안,2016-05-01 00:00:00,126.3336111,36.9225,18.5,저층,336.8,31.95,12.56,0.55,12.8,8.51,8.09,350.8,5.8,14.0,181.7,,195.2,0.68,7.7,,35.1,,2016,5,2,20162
가로림연안4_연안,2016-08-01 00:00:00,126.3336111,36.9225,15.5,저층,311.6,31.69,24.01,5.14,23.8,6.5,8.04,214.9,8.8,9.2,28.7,,55.5,1.37,17.9,,43.2,,2016,8,3,20163
가로림연안4_연안,2016-11-01 00:00:00,126.3336111,36.9225,16.0,저층,293.7,32.26,13.34,0.34,8.5,8.06,8.14,424.9,11.0,24.5,110.5,,132.5,0.72,11.0,,36.6,,2016,11,4,20164
가로림연안5_연안,2016-02-01 00:00:00,126.3225,36.97083333,10.0,저층,477.0,32.04,3.98,2.76,15.2,11.3,8.27,508.5,1.4,23.0,182.1,,188.8,1.42,5.3,,27.5,,2016,2,1,20161
가로림연안5_연안,2016-05-01 00:00:00,126.3225,36.97083333,16.5,저층,346.8,32.01,11.07,1.07,13.3,8.87,8.11,335.4,5.6,14.8,187.1,,200.7,0.64,8.0,,36.0,,2016,5,2,20162
가로림연안5_연안,2016-08-01 00:00:00,126.3225,36.97083333,18.5,저층,258.6,31.76,22.2,6.22,9.3,7.92,8.09,77.2,7.5,3.8,20.8,,43.5,1.31,15.2,,27.3,,2016,8,3,20163
가로림연안5_연안,2016-11-01 00:00:00,126.3225,36.97083333,18.0,저층,287.7,32.21,14.59,0.46,12.6,7.9,8.12,385.8,8.4,23.3,111.5,,127.9,0.84,8.0,,34.8,,2016,11,4,20164
가로림연안6_연안,2016-02-01 00:00:00,126.2608333,37.03305556,37.0,저층,542.1,31.89,3.75,1.08,15.2,11.48,8.24,573.3,1.5,27.4,236.5,,248.5,1.35,10.5,,28.0,,2016,2,1,20161
가로림연안6_연안,2016-05-01 00:00:00,126.2608333,37.03305556,45.5,저층,391.4,31.94,10.45,1.95,35.9,9.01,8.11,326.1,5.5,14.2,197.9,,210.4,1.02,7.0,,53.2,,2016,5,2,20162
가로림연안6_연안,2016-08-01 00:00:00,126.2608333,37.03305556,45.0,저층,329.5,31.39,22.58,3.32,8.4,7.03,7.99,176.7,16.4,11.0,61.9,,108.4,1.01,30.1,,33.4,,2016,8,3,20163
가로림연안6_연안,2016-11-01 00:00:00,126.2608333,37.03305556,40.0,저층,279.2,32.11,17.47,0.53,10.4,7.33,8.06,354.8,1.9,22.7,113.2,,121.6,0.8,6.6,,36.6,,2016,11,4,20164
가막만1_환경관리,2016-02-01 00:00:00,127.73417,34.7225,17.5,저층,246.7,32.67,6.03,1.46,11.2,10.64,8.39,185.8,2.6,9.2,38.7,,82.3,1.13,41.0,,17.0,,2016,2,1,20161
가막만1_환경관리,2016-05-01 00:00:00,127.73417,34.7225,17.5,저층,212.0,32.23,18.22,2.51,16.3,7.61,8.09,126.9,3.2,6.3,24.9,,51.4,1.27,23.3,,25.1,,2016,5,2,20162
가막만1_환경관리,2016-08-01 00:00:00,127.73417,34.7225,18.0,저층,229.8,32.43,26.55,0.56,4.7,5.19,8.05,387.2,6.9,17.5,17.4,,76.4,1.87,52.0,,41.5,,2016,8,3,20163
가막만1_환경관리,2016-11-01 00:00:00,127.73417,34.7225,17.0,저층,347.2,31.24,16.19,0.48,7.8,7.31,8.09,500.3,31.3,18.4,82.3,,170.0,1.06,56.4,,33.8,,2016,11,4,20164
가막만2_환경관리,2016-02-01 00:00:00,127.68833,34.68917,6.5,저층,153.6,33.0,6.29,1.66,13.4,11.94,8.49,14.4,0.3,1.7,1.0,,4.9,1.25,3.6,,15.8,,2016,2,1,20161
가막만2_환경관리,2016-05-01 00:00:00,127.68833,34.68917,5.0,저층,151.9,32.58,20.01,0.83,5.6,8.94,8.16,44.6,0.3,4.0,1.0,,7.3,1.44,6.1,,19.7,,2016,5,2,20162
가막만2_환경관리,2016-08-01 00:00:00,127.68833,34.68917,5.5,저층,245.6,32.77,27.84,0.27,7.9,4.45,8.14,234.0,1.8,7.6,4.1,,13.1,2.26,7.2,,44.4,,2016,8,3,20163
가막만2_환경관리,2016-11-01 00:00:00,127.68833,34.68917,7.5,저층,238.2,31.37,15.33,0.85,7.0,7.71,8.17,339.2,8.5,10.9,26.0,,62.5,0.99,28.0,,24.3,,2016,11,4,20164
가막만3_환경관리,2016-02-01 00:00:00,127.69028,34.62139,9.5,저층,259.9,33.57,8.43,0.85,15.0,10.23,8.33,309.5,3.0,12.0,71.9,,85.9,0.72,11.0,,23.0,,2016,2,1,20161
가막만3_환경관리,2016-05-01 00:00:00,127.69028,34.62139,8.5,저층,181.7,32.93,17.78,1.9,18.1,8.65,8.1,92.6,2.3,3.2,5.6,,13.0,1.3,5.1,,21.5,,2016,5,2,20162
가막만3_환경관리,2016-08-01 00:00:00,127.69028,34.62139,8.5,저층,177.5,32.73,26.0,0.67,21.0,3.62,8.06,322.2,3.3,10.4,6.3,,27.5,1.67,17.9,,32.7,,2016,8,3,20163
가막만3_환경관리,2016-11-01 00:00:00,127.69028,34.62139,10.0,저층,254.6,32.27,16.9,0.72,12.8,7.5,8.16,276.5,16.2,10.6,45.9,,86.5,0.86,24.4,,27.6,,2016,11,4,20164
가막만4_환경관리,2016-02-01 00:00:00,127.66111,34.7325,8.5,저층,158.9,32.79,5.77,0.86,5.9,12.08,8.5,47.3,0.5,2.2,1.5,,6.6,0.73,4.6,,12.3,,2016,2,1,20161
가막만4_환경관리,2016-05-01 00:00:00,127.66111,34.7325,7.5,저층,176.8,32.33,18.54,2.34,18.4,8.11,8.08,296.4,0.5,5.3,1.8,,6.4,1.75,4.1,,20.2,,2016,5,2,20162
가막만4_환경관리,2016-08-01 00:00:00,127.66111,34.7325,7.5,저층,140.4,32.67,28.62,0.12,14.3,3.71,8.0,212.9,1.3,10.4,2.5,,10.7,1.65,6.8,,28.9,,2016,8,3,20163
가막만4_환경관리,2016-11-01 00:00:00,127.66111,34.7325,10.0,저층,253.1,31.12,15.36,1.88,3.7,7.45,8.16,441.9,7.0,9.9,21.3,,64.7,1.24,36.4,,25.0,,2016,11,4,20164
가막만5_환경관리,2016-02-01 00:00:00,127.64417,34.6975,8.5,저층,172.3,32.85,6.06,0.9,8.6,11.73,8.47,28.1,0.3,2.4,0.6,,3.8,0.51,2.9,,13.8,,2016,2,1,20161
가막만5_환경관리,2016-05-01 00:00:00,127.64417,34.6975,7.0,저층,174.4,32.42,18.66,0.67,9.6,8.4,8.1,114.4,0.8,3.2,2.4,,9.3,1.46,6.1,,18.0,,2016,5,2,20162
가막만5_환경관리,2016-08-01 00:00:00,127.64417,34.6975,7.5,저층,221.3,32.73,28.23,3.22,15.7,2.96,7.92,662.3,1.6,23.8,3.2,,26.6,2.01,21.8,,46.5,,2016,8,3,20163
가막만5_환경관리,2016-11-01 00:00:00,127.64417,34.6975,9.5,저층,224.1,31.26,15.34,1.35,8.4,7.91,8.19,300.6,6.4,7.7,19.2,,45.4,1.36,19.9,,23.2,,2016,11,4,20164
감포연안1_연안,2016-02-01 00:00:00,129.5108333,35.79805556,11.0,저층,300.7,34.2,10.61,0.39,17.6,9.37,8.24,102.6,3.7,13.5,102.6,,114.5,0.69,8.1,,14.6,,2016,2,1,20161
감포연안1_연안,2016-05-01 00:00:00,129.5108333,35.79805556,21.0,저층,190.0,33.92,14.43,0.17,8.1,8.26,8.01,210.6,6.0,3.6,32.5,,44.5,1.05,6.0,,18.9,,2016,5,2,20162
감포연안1_연안,2016-08-01 00:00:00,129.5108333,35.79805556,18.0,저층,182.4,34.16,14.98,1.36,4.7,6.54,7.93,190.4,3.0,5.4,50.1,,73.1,0.61,20.0,,21.3,,2016,8,3,20163
감포연안1_연안,2016-11-01 00:00:00,129.5108333,35.79805556,16.0,저층,202.3,33.39,18.29,0.41,5.5,7.31,8.03,302.7,9.1,10.4,62.7,,76.5,0.81,4.7,,17.5,,2016,11,4,20164
감포연안2_연안,2016-02-01 00:00:00,129.5305556,35.81555556,43.0,저층,292.7,34.2,10.79,0.23,10.9,9.35,8.25,99.8,4.1,14.0,99.8,,111.4,1.22,7.5,,14.8,,2016,2,1,20161
감포연안2_연안,2016-05-01 00:00:00,129.5305556,35.81555556,43.0,저층,174.4,34.11,12.67,0.21,20.1,7.01,7.92,366.2,11.0,12.5,87.1,,116.4,0.93,18.2,,19.3,,2016,5,2,20162
감포연안2_연안,2016-08-01 00:00:00,129.5305556,35.81555556,43.0,저층,292.4,34.24,11.59,0.56,16.5,5.8,7.81,283.7,5.3,13.6,202.1,,224.9,0.56,17.5,,44.5,,2016,8,3,20163
감포연안2_연안,2016-11-01 00:00:00,129.5305556,35.81555556,42.0,저층,293.4,34.35,16.52,0.21,8.0,5.34,7.9,623.8,5.6,27.0,169.9,,184.0,0.79,8.5,,35.6,,2016,11,4,20164
감포연안3_연안,2016-02-01 00:00:00,129.4883333,35.7075,21.0,저층,328.5,34.14,10.69,0.32,18.3,9.0,8.2,132.4,5.0,19.6,126.1,,139.7,0.72,8.6,,19.7,,2016,2,1,20161
감포연안3_연안,2016-05-01 00:00:00,129.4883333,35.7075,22.0,저층,189.8,33.93,14.52,0.27,9.3,8.44,8.01,212.3,6.7,3.8,31.9,,43.1,1.31,4.6,,19.1,,2016,5,2,20162
감포연안3_연안,2016-08-01 00:00:00,129.4883333,35.7075,18.0,저층,192.9,34.15,14.47,1.32,8.6,6.37,7.92,207.1,4.6,7.3,86.5,,110.6,0.7,19.5,,27.4,,2016,8,3,20163
감포연안3_연안,2016-11-01 00:00:00,129.4883333,35.7075,19.0,저층,202.5,33.55,18.48,0.7,6.0,7.03,8.02,316.1,10.3,11.8,66.4,,81.4,0.79,4.7,,19.2,,2016,11,4,20164
감포연안4_연안,2016-02-01 00:00:00,129.5005556,35.74638889,21.0,저층,318.2,34.14,10.78,0.27,6.1,9.0,8.21,140.1,4.7,19.0,121.7,,136.9,0.64,10.5,,19.4,,2016,2,1,20161
감포연안4_연안,2016-05-01 00:00:00,129.5005556,35.74638889,13.0,저층,187.8,33.92,14.42,0.22,8.1,8.39,8.01,213.4,5.2,4.0,28.8,,40.0,1.35,6.1,,19.1,,2016,5,2,20162
감포연안4_연안,2016-08-01 00:00:00,129.5005556,35.74638889,20.0,저층,183.8,34.14,14.31,1.29,6.2,6.56,7.95,198.5,3.9,6.8,80.5,,96.5,0.64,12.0,,26.2,,2016,8,3,20163
감포연안4_연안,2016-11-01 00:00:00,129.5005556,35.74638889,20.0,저층,201.2,33.46,18.36,0.97,6.6,7.24,8.03,306.1,9.8,10.2,62.8,,77.4,0.71,4.7,,17.8,,2016,11,4,20164
감포연안H1_항만,2016-02-01 00:00:00,129.5055556,35.80694444,6.0,저층,389.9,32.86,9.29,0.22,20.6,9.37,8.22,444.8,3.2,22.2,135.9,,166.1,1.0,27.0,,22.9,,2016,2,1,20161
감포연안H1_항만,2016-08-01 00:00:00,129.5055556,35.80694444,5.0,저층,136.3,33.55,20.5,2.38,8.7,8.02,8.05,39.2,1.0,1.6,2.9,,11.4,1.36,7.5,,21.0,,2016,8,3,20163
강구연안1_연안,2016-02-01 00:00:00,129.4205556,36.38055556,34.0,저층,264.8,34.17,10.29,0.51,15.1,9.61,8.26,271.6,4.4,12.5,89.8,,101.3,1.55,7.1,,12.8,,2016,2,1,20161
강구연안1_연안,2016-05-01 00:00:00,129.4205556,36.38055556,59.0,저층,199.8,34.12,6.53,0.08,5.4,8.35,7.81,429.8,3.9,25.0,171.9,,196.0,0.63,20.2,,25.3,,2016,5,2,20162
강구연안1_연안,2016-08-01 00:00:00,129.4205556,36.38055556,57.0,저층,296.9,34.13,7.41,0.06,4.9,7.09,7.85,530.8,1.7,25.5,172.0,,188.2,0.41,14.6,,35.0,,2016,8,3,20163
강구연안1_연안,2016-11-01 00:00:00,129.4205556,36.38055556,47.0,저층,284.9,34.35,15.21,0.07,4.6,5.29,7.89,562.5,2.1,26.5,178.8,,185.9,0.84,5.0,,31.1,,2016,11,4,20164
강구연안2_연안,2016-02-01 00:00:00,129.3975,36.35,42.0,저층,280.3,34.17,10.23,0.49,14.3,9.65,8.25,266.7,3.9,11.3,88.1,,97.7,0.66,5.7,,12.8,,2016,2,1,20161
강구연안2_연안,2016-05-01 00:00:00,129.3975,36.35,36.0,저층,102.6,34.17,13.5,0.15,5.3,8.91,8.01,197.1,7.5,8.6,45.8,,66.2,0.63,12.9,,12.9,,2016,5,2,20162
강구연안2_연안,2016-08-01 00:00:00,129.3975,36.35,42.0,저층,302.1,34.27,11.63,0.41,4.1,5.82,7.84,628.0,1.8,21.9,137.5,,153.8,0.41,14.5,,34.1,,2016,8,3,20163
강구연안2_연안,2016-11-01 00:00:00,129.3975,36.35,34.0,저층,238.7,33.89,17.24,0.26,4.1,6.23,6.93,409.4,7.1,17.1,115.1,,127.1,0.78,5.0,,23.3,,2016,11,4,20164
강구연안H1_항만,2016-02-01 00:00:00,129.3905556,36.35666667,9.0,저층,304.9,34.17,10.37,1.12,12.4,9.61,8.25,276.5,3.8,11.3,97.1,,108.8,1.34,7.8,,15.4,,2016,2,1,20161
강구연안H1_항만,2016-08-01 00:00:00,129.3905556,36.35666667,7.0,저층,143.2,33.88,17.58,1.04,6.55,8.46,8.07,221.0,0.2,2.2,6.1,,14.6,0.94,8.3,,13.2,,2016,8,3,20163
강릉연안1_연안,2016-02-01 00:00:00,128.9616667,37.78166667,30.0,저층,243.7,34.02,7.1,0.64,2.3,10.28,8.23,270.5,3.8,9.7,87.7,,109.1,0.56,17.6,,14.5,,2016,2,1,20161
강릉연안1_연안,2016-05-01 00:00:00,128.9616667,37.78166667,30.0,저층,236.8,34.0,6.65,0.23,13.2,8.89,7.89,188.9,3.0,8.4,71.0,,86.6,0.81,12.6,,24.7,,2016,5,2,20162
강릉연안1_연안,2016-08-01 00:00:00,128.9616667,37.78166667,29.0,저층,115.5,33.5,10.25,0.86,4.2,9.37,,119.5,1.0,1.3,1.0,,13.0,0.77,10.9,,10.0,,2016,8,3,20163
강릉연안1_연안,2016-11-01 00:00:00,128.9616667,37.78166667,30.0,저층,151.3,33.3,12.68,0.54,5.4,8.45,8.3,114.3,1.1,4.2,10.6,,21.6,0.62,9.9,,11.0,,2016,11,4,20164
강릉연안2_연안,2016-02-01 00:00:00,128.9555556,37.78,22.0,저층,240.2,33.99,6.82,0.64,3.3,10.32,8.23,255.7,3.4,6.8,66.7,,84.0,0.63,13.9,,18.1,,2016,2,1,20161
강릉연안2_연안,2016-05-01 00:00:00,128.9555556,37.78,23.0,저층,193.4,33.98,10.06,0.21,11.9,8.82,7.94,118.8,1.9,4.9,30.1,,39.2,0.95,7.2,,20.6,,2016,5,2,20162
강릉연안2_연안,2016-08-01 00:00:00,128.9555556,37.78,20.0,저층,163.8,33.33,12.34,0.39,2.0,9.36,7.98,145.2,1.1,1.1,1.0,,11.7,0.61,9.6,,8.4,,2016,8,3,20163
강릉연안2_연안,2016-11-01 00:00:00,128.9555556,37.78,20.0,저층,154.2,33.26,12.39,1.53,3.8,8.46,8.3,92.9,1.1,3.6,9.2,,14.0,0.58,3.7,,11.1,,2016,11,4,20164
강릉연안3_연안,2016-02-01 00:00:00,128.9761111,37.76972222,26.0,저층,236.4,33.94,6.5,0.76,8.4,10.58,8.23,243.1,3.2,6.4,69.8,,83.4,0.56,10.4,,13.9,,2016,2,1,20161
강릉연안3_연안,2016-05-01 00:00:00,128.9761111,37.76972222,30.0,저층,215.7,34.0,8.24,0.27,1.8,9.15,7.91,164.8,2.6,7.7,52.9,,67.2,1.26,11.8,,23.2,,2016,5,2,20162
강릉연안3_연안,2016-08-01 00:00:00,128.9761111,37.76972222,36.0,저층,126.5,33.56,9.06,1.28,4.3,9.58,8.04,130.6,0.7,1.3,0.4,,12.1,0.55,11.0,,10.7,,2016,8,3,20163
강릉연안3_연안,2016-11-01 00:00:00,128.9761111,37.76972222,28.0,저층,150.0,33.32,12.8,0.3,8.2,8.45,8.29,131.6,1.4,4.8,12.2,,23.9,0.57,10.3,,9.7,,2016,11,4,20164
강릉연안4_연안,2016-02-01 00:00:00,128.9316667,37.80638889,24.0,저층,228.7,33.9,6.09,1.47,19.0,10.83,8.24,222.7,2.6,8.5,64.6,,80.4,0.41,13.2,,15.0,,2016,2,1,20161
강릉연안4_연안,2016-05-01 00:00:00,128.9316667,37.80638889,23.0,저층,179.2,33.98,8.82,0.13,2.8,9.12,7.91,141.3,2.1,6.4,39.6,,49.2,0.81,7.4,,19.0,,2016,5,2,20162
강릉연안4_연안,2016-08-01 00:00:00,128.9316667,37.80638889,21.0,저층,131.3,33.42,11.24,0.91,3.5,9.47,8.04,136.4,1.3,1.6,0.8,,12.4,0.78,10.3,,13.0,,2016,8,3,20163
강릉연안4_연안,2016-11-01 00:00:00,128.9316667,37.80638889,22.0,저층,153.2,33.25,12.43,0.94,7.8,8.53,8.3,100.2,1.3,4.0,10.8,,18.0,0.6,6.0,,9.7,,2016,11,4,20164
강릉연안5_연안,2016-02-01 00:00:00,129.0808333,37.66444444,76.0,저층,294.1,33.92,4.15,0.07,3.3,10.05,8.13,315.7,1.8,17.1,132.4,,146.0,0.55,11.8,,18.5,,2016,2,1,20161
강릉연안5_연안,2016-05-01 00:00:00,129.0808333,37.66444444,72.0,저층,318.4,33.96,2.7,0.05,8.3,9.39,7.76,387.1,2.7,20.5,166.2,,173.6,0.69,4.7,,38.8,,2016,5,2,20162
강릉연안5_연안,2016-08-01 00:00:00,129.0808333,37.66444444,73.0,저층,212.2,34.73,2.53,0.15,3.3,9.62,7.94,282.0,0.7,14.2,92.2,,103.1,0.61,10.3,,23.1,,2016,8,3,20163
강릉연안5_연안,2016-11-01 00:00:00,129.0808333,37.66444444,65.0,저층,303.6,33.92,6.02,0.08,5.5,8.06,8.02,488.4,3.1,26.3,172.2,,179.0,0.58,3.7,,32.9,,2016,11,4,20164
강릉연안6_연안,2016-02-01 00:00:00,129.0372222,37.71666667,88.0,저층,337.6,33.94,3.13,0.05,3.5,9.77,8.07,346.6,1.1,19.2,141.7,,153.5,0.67,10.7,,22.1,,2016,2,1,20161
강릉연안6_연안,2016-05-01 00:00:00,129.0372222,37.71666667,78.0,저층,309.1,33.95,2.79,0.04,3.3,9.09,7.77,352.5,2.5,19.4,154.8,,161.4,0.42,4.2,,36.5,,2016,5,2,20162
강릉연안6_연안,2016-08-01 00:00:00,129.0372222,37.71666667,76.0,저층,239.1,33.89,2.4,0.19,4.3,9.31,7.91,366.3,1.2,18.6,108.0,,121.5,0.55,12.3,,27.5,,2016,8,3,20163
강릉연안6_연안,2016-11-01 00:00:00,129.0372222,37.71666667,79.0,저층,333.4,33.99,3.31,0.05,5.6,8.25,8.05,568.2,1.5,32.2,211.1,,217.7,0.47,5.2,,38.5,,2016,11,4,20164
강릉연안7_연안,2016-02-01 00:00:00,128.9952778,37.75083333,30.0,저층,249.7,34.0,6.94,0.51,7.6,10.23,8.23,242.6,3.7,10.6,78.4,,88.5,0.51,6.5,,15.9,,2016,2,1,20161
강릉연안7_연안,2016-05-01 00:00:00,128.9952778,37.75083333,34.0,저층,235.6,34.02,7.76,0.18,3.1,8.99,7.89,177.7,2.8,9.7,62.1,,84.0,0.97,19.2,,25.8,,2016,5,2,20162
강릉연안7_연안,2016-08-01 00:00:00,128.9952778,37.75083333,31.0,저층,124.3,33.53,9.73,1.1,7.9,9.6,8.05,130.7,0.5,2.0,1.0,,10.2,0.77,8.7,,9.7,,2016,8,3,20163
강릉연안7_연안,2016-11-01 00:00:00,128.9952778,37.75083333,31.0,저층,152.5,33.32,12.74,0.48,7.9,8.37,8.28,121.7,1.4,5.8,12.9,,26.9,0.76,12.5,,11.3,,2016,11,4,20164
거제도남안1_연안,2016-02-01 00:00:00,128.5580556,34.81333333,9.5,저층,250.8,33.25,8.39,0.52,6.7,10.51,8.44,256.3,1.8,9.2,33.4,,52.4,1.68,17.2,,14.0,,2016,2,1,20161
거제도남안1_연안,2016-05-01 00:00:00,128.5580556,34.81333333,9.5,저층,157.8,33.35,15.66,0.46,4.5,7.61,8.1,236.1,3.1,6.3,11.8,,29.5,0.64,14.6,,22.7,,2016,5,2,20162
거제도남안1_연안,2016-08-01 00:00:00,128.5580556,34.81333333,9.5,저층,131.0,33.56,21.0,0.64,2.8,7.42,8.11,301.8,0.4,6.4,0.6,,9.0,1.21,8.0,,23.3,,2016,8,3,20163
거제도남안1_연안,2016-11-01 00:00:00,128.5580556,34.81333333,9.5,저층,319.7,32.05,16.56,2.04,10.2,7.5,7.96,616.4,20.0,19.2,87.3,,140.9,1.15,33.7,,30.6,,2016,11,4,20164
거제도남안2_연안,2016-02-01 00:00:00,128.52,34.78083333,9.5,저층,308.1,33.63,9.59,0.48,7.7,9.67,8.39,344.1,3.3,15.7,80.3,,104.9,0.93,21.2,,17.6,,2016,2,1,20161
거제도남안2_연안,2016-05-01 00:00:00,128.52,34.78083333,10.0,저층,127.3,33.49,15.28,1.45,13.8,7.72,8.11,235.4,5.4,6.6,20.7,,49.9,0.5,23.8,,14.9,,2016,5,2,20162
거제도남안2_연안,2016-08-01 00:00:00,128.52,34.78083333,10.0,저층,154.7,33.37,24.62,1.72,4.3,7.49,8.16,63.4,0.8,2.8,0.9,,9.6,1.33,7.9,,19.1,,2016,8,3,20163
거제도남안2_연안,2016-11-01 00:00:00,128.52,34.78083333,9.5,저층,343.8,32.41,17.83,0.58,10.0,6.35,7.98,646.6,30.7,26.6,113.6,,193.7,0.93,49.4,,36.9,,2016,11,4,20164
거제도남안3_연안,2016-02-01 00:00:00,128.5402778,34.72277778,38.5,저층,331.4,33.99,11.3,0.55,6.0,9.37,8.39,384.7,4.2,16.1,107.3,,121.2,0.98,9.7,,17.0,,2016,2,1,20161
거제도남안3_연안,2016-05-01 00:00:00,128.5402778,34.72277778,36.0,저층,149.4,33.78,14.68,0.41,6.1,7.64,8.13,247.3,8.3,6.9,27.2,,60.5,0.46,25.0,,16.3,,2016,5,2,20162
거제도남안3_연안,2016-08-01 00:00:00,128.5402778,34.72277778,39.0,저층,244.6,33.91,16.88,1.24,14.7,4.82,8.1,467.6,7.2,21.7,124.8,,143.5,0.8,11.5,,35.2,,2016,8,3,20163
거제도남안3_연안,2016-11-01 00:00:00,128.5402778,34.72277778,39.5,저층,283.0,33.28,18.2,0.44,29.9,5.96,8.04,465.1,13.0,17.5,117.0,,134.8,0.9,4.8,,38.3,,2016,11,4,20164
거제도남안4_연안,2016-02-01 00:00:00,128.6427778,34.67388889,84.0,저층,316.7,34.17,11.73,0.47,10.4,9.23,8.32,350.1,4.8,14.3,98.5,,111.9,0.98,8.6,,15.9,,2016,2,1,20161
거제도남안4_연안,2016-05-01 00:00:00,128.6427778,34.67388889,85.0,저층,171.7,34.06,14.34,0.24,12.0,7.69,8.11,295.2,12.6,8.4,55.7,,77.4,0.38,9.1,,21.1,,2016,5,2,20162
거제도남안4_연안,2016-08-01 00:00:00,128.6427778,34.67388889,85.5,저층,266.5,34.15,15.19,0.81,19.0,4.82,8.09,479.5,3.4,21.9,152.3,,169.9,0.74,14.2,,39.7,,2016,8,3,20163
거제도남안4_연안,2016-11-01 00:00:00,128.6427778,34.67388889,86.0,저층,331.4,34.02,16.72,0.38,28.1,4.88,7.98,592.3,2.9,24.1,173.3,,180.9,0.96,4.7,,59.8,,2016,11,4,20164
거제도동안1_연안,2016-02-01 00:00:00,128.7333333,34.90944444,20.5,저층,235.8,33.6,9.58,6.48,4.9,11.36,8.44,40.5,0.6,2.9,6.3,,15.3,1.38,8.4,,14.6,,2016,2,1,20161
거제도동안1_연안,2016-05-01 00:00:00,128.7333333,34.90944444,20.0,저층,191.3,33.51,15.02,1.0,7.3,7.93,8.13,315.3,11.0,6.3,39.7,,71.3,0.33,20.6,,16.8,,2016,5,2,20162
거제도동안1_연안,2016-08-01 00:00:00,128.7333333,34.90944444,20.0,저층,213.0,32.81,20.28,3.4,5.9,5.64,8.08,309.7,7.6,10.3,35.4,,66.8,1.28,23.8,,28.1,,2016,8,3,20163
거제도동안1_연안,2016-11-01 00:00:00,128.7333333,34.90944444,20.5,저층,275.1,32.65,18.24,0.62,9.5,6.35,8.05,553.1,21.8,16.7,108.3,,146.3,0.88,16.2,,26.3,,2016,11,4,20164
거제도동안2_연안,2016-02-01 00:00:00,128.6797222,34.79861111,18.0,저층,349.1,34.12,11.18,0.82,12.7,9.86,8.33,352.1,3.9,12.6,84.4,,96.2,0.98,7.8,,18.2,,2016,2,1,20161
거제도동안2_연안,2016-05-01 00:00:00,128.6797222,34.79861111,18.5,저층,140.3,33.88,14.7,0.75,7.7,7.96,8.14,236.0,10.7,6.3,29.4,,57.8,0.46,17.7,,13.9,,2016,5,2,20162
거제도동안2_연안,2016-08-01 00:00:00,128.6797222,34.79861111,19.0,저층,149.2,33.25,20.38,3.92,6.1,6.76,8.18,156.5,1.9,2.7,15.4,,23.3,1.25,6.0,,18.2,,2016,8,3,20163
거제도동안2_연안,2016-11-01 00:00:00,128.6797222,34.79861111,19.0,저층,246.6,33.45,18.09,0.4,6.3,6.15,8.07,426.4,8.3,15.1,108.3,,121.1,0.85,4.5,,25.9,,2016,11,4,20164
거제도동안3_연안,2016-02-01 00:00:00,128.7744444,34.76805556,67.0,저층,295.0,34.18,11.49,0.91,12.2,9.35,8.33,335.9,5.3,13.9,95.7,,109.1,0.88,8.1,,15.0,,2016,2,1,20161
