"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc"
"해양환경측정망","인천연안6_환경관리","1998-02-01 00:00:00","126.60139","37.375","0","19.5","저층","32.59","1","2.55","1","","","10.27","1","8.04","2","16","2","11","1","226","1","","","310","2","1.65","2","68","2","",""
"해양환경측정망","인천연안6_환경관리","1998-05-01 00:00:00","126.60139","37.375","0","0","표층","30.88","1","14.7","1","17.67","2","12.9429","1","8.22","2","9.94","2","15.345","1","168.28","1","1","2","227","2","2.36","2","48.986","2","",""
"해양환경측정망","인천연안6_환경관리","1998-05-01 00:00:00","126.60139","37.375","0","8","저층","30.98","1","14.26","1","","","12.4857","1","8.27","2","9.52","2","14.26","1","167.44","1","","","219","2","2.63","2","41.916","2","",""
"해양환경측정망","인천연안6_환경관리","1998-08-01 00:00:00","126.60139","37.375","0","0","표층","26","1","25.32","1","5.33","2","6.7","1","7.95","2","31","2","25","1","222","1","2.9","2","491","2","1.43","2","238","2","",""
"해양환경측정망","인천연안6_환경관리","1998-08-01 00:00:00","126.60139","37.375","0","13","저층","26.05","1","25.32","1","","","6.7","1","7.95","2","23","2","30","1","213","1","","","369","2","2.8","2","133","2","",""
"해양환경측정망","인천연안6_환경관리","1998-11-01 00:00:00","126.60139","37.375","0","0","표층","30","1","15.87","1","16","2","8.27","1","8.11","2","42.6","2","46.7","1","260","1","1.5","2","541","2","1.81","2","238.4","2","",""
"해양환경측정망","인천연안6_환경관리","1998-11-01 00:00:00","126.60139","37.375","0","15","저층","30.06","1","15.93","1","","","8.04","1","8.18","2","44.4","2","42","1","252.8","1","","","523","2","0.65","2","225.8","2","",""
"해양환경측정망","인천연안7_환경관리","1998-02-01 00:00:00","126.66111","37.34167","0","0","표층","31.53","1","2.5","1","46","2","8.74","1","7.98","2","21","2","9","1","290","1","1.7","2","397","2","1.1","2","86","2","",""
"해양환경측정망","인천연안7_환경관리","1998-02-01 00:00:00","126.66111","37.34167","0","12","저층","31.55","1","2.48","1","","","10.49","1","8.12","2","8","2","6","1","106","1","","","172","2","2.94","2","58","2","",""
"해양환경측정망","인천연안7_환경관리","1998-05-01 00:00:00","126.66111","37.34167","0","0","표층","30.78","1","14.85","1","17","2","11.8571","1","8.26","2","17.64","2","14.229","1","200.62","1","1.1","2","457","2","4.46","2","237.594","2","",""
"해양환경측정망","인천연안7_환경관리","1998-05-01 00:00:00","126.66111","37.34167","0","14.5","저층","30.84","1","14.67","1","","","12.0714","1","8.37","2","18.76","2","21.08","1","213.64","1","","","403","2","2","2","169.554","2","",""
"해양환경측정망","인천연안7_환경관리","1998-08-01 00:00:00","126.66111","37.34167","0","0","표층","25.21","1","25.45","1","36","2","6.36","1","7.9","2","53","2","43","1","335","1","1","2","732","2","1.97","2","344","2","",""
"해양환경측정망","인천연안7_환경관리","1998-08-01 00:00:00","126.66111","37.34167","0","11","저층","26.04","1","25.02","1","","","6.59","1","7.9","2","38","2","43","1","263","1","","","633","2","2.52","2","332","2","",""
"해양환경측정망","인천연안7_환경관리","1998-11-01 00:00:00","126.66111","37.34167","0","0","표층","29.11","1","14.93","1","37.2","2","7.54","1","7.99","2","49.7","2","75.8","1","663.8","1","0.6","2","1610","2","1.5","2","895.8","2","",""
"해양환경측정망","인천연안7_환경관리","1998-11-01 00:00:00","126.66111","37.34167","0","11","저층","29.09","1","14.93","1","","","7.66","1","8.04","2","49.7","2","92.9","1","680.1","1","","","1713","2","0.96","2","983.1","2","",""
"해양환경측정망","인천연안8_환경관리","1998-02-01 00:00:00","126.63194","37.32361","0","0","표층","31.73","1","2.6","1","57","2","9.47","1","7.99","2","13","2","14","1","219","1","2.1","2","305","2","0.95","2","73","2","",""
"해양환경측정망","인천연안8_환경관리","1998-02-01 00:00:00","126.63194","37.32361","0","13.5","저층","31.74","1","2.55","1","","","9.56","1","7.96","2","9","2","16","1","166","1","","","243","2","1.33","2","68","2","",""
"해양환경측정망","인천연안8_환경관리","1998-05-01 00:00:00","126.63194","37.32361","0","0","표층","30.95","1","14.57","1","13","2","12.8571","1","8.27","2","8.4","2","25.42","1","119.14","1","1","2","237","2","6.52","2","110.236","2","",""
"해양환경측정망","인천연안8_환경관리","1998-05-01 00:00:00","126.63194","37.32361","0","12","저층","30.95","1","14.56","1","","","11.9","1","8.33","2","6.86","2","21.39","1","74.34","1","","","115","2","4.62","2","33.908","2","",""
"해양환경측정망","인천연안8_환경관리","1998-08-01 00:00:00","126.63194","37.32361","0","0","표층","25.64","1","25.38","1","8.67","2","6.54","1","7.95","2","32","2","27","1","223","1","2.5","2","435","2","1.4","2","180","2","",""
"해양환경측정망","인천연안8_환경관리","1998-08-01 00:00:00","126.63194","37.32361","0","8","저층","26.04","1","25.02","1","","","6.14","1","7.9","2","21","2","34","1","189","1","","","368","2","1.91","2","158","2","",""
"해양환경측정망","인천연안8_환경관리","1998-11-01 00:00:00","126.63194","37.32361","0","0","표층","29.77","1","15.46","1","14.6","2","7.83","1","8.08","2","49.7","2","54.6","1","363.7","1","0.8","2","808","2","1.06","2","393.7","2","",""
"해양환경측정망","인천연안8_환경관리","1998-11-01 00:00:00","126.63194","37.32361","0","12","저층","29.79","1","15.41","1","","","8.03","1","8.12","2","49.7","2","50.7","1","335.9","1","","","834","2","0.79","2","448.1","2","",""
"해양환경측정망","인천연안9_환경관리","1998-02-01 00:00:00","126.57222","37.33889","0","0","표층","31.92","1","2.95","1","58","2","9.2","1","7.95","2","12","2","12","1","206","1","1.1","2","281","2","0.7","2","63","2","",""
"해양환경측정망","인천연안9_환경관리","1998-02-01 00:00:00","126.57222","37.33889","0","12","저층","31.92","1","2.94","1","","","9.84","1","8.04","2","8","2","12","1","157","1","","","223","2","1.6","2","58","2","",""
"해양환경측정망","인천연안9_환경관리","1998-05-01 00:00:00","126.57222","37.33889","0","0","표층","30.94","1","13.64","1","13.33","2","11.2714","1","8.06","2","11.34","2","28.21","1","205.1","1","1.5","2","352","2","3.01","2","135.646","2","",""
"해양환경측정망","인천연안9_환경관리","1998-05-01 00:00:00","126.57222","37.33889","0","7","저층","31.01","1","13.69","1","","","10.6571","1","8.17","2","10.36","2","11.47","1","181.72","1","","","215","2","1.46","2","22.946","2","",""
"해양환경측정망","인천연안9_환경관리","1998-08-01 00:00:00","126.57222","37.33889","0","0","표층","26.12","1","25.46","1","14.33","2","6.7","1","7.93","2","27","2","29","1","260","1","2.2","2","471","2","1.34","2","184","2","",""
"해양환경측정망","인천연안9_환경관리","1998-08-01 00:00:00","126.57222","37.33889","0","10","저층","26.39","1","25.12","1","","","6.44","1","7.94","2","19","2","28","1","192","1","","","305","2","1.35","2","94","2","",""
"해양환경측정망","인천연안9_환경관리","1998-11-01 00:00:00","126.57222","37.33889","0","0","표층","30.21","1","16.02","1","20.4","2","7.93","1","8.13","2","29.4","2","42","1","353","1","8","2","570","2","1.216","2","187.7","2","",""
"해양환경측정망","인천연안9_환경관리","1998-11-01 00:00:00","126.57222","37.33889","0","12","저층","30.21","1","16.03","1","","","8.03","1","8.17","2","33.2","2","48.9","1","257.2","1","","","500","2","0.65","2","210.4","2","",""
"해양환경측정망","전주포연안1_연안","1998-02-01 00:00:00","126.5","35.87694444","0","0","표층","32.56","1","5","1","40","2","12.05","1","8.26","2","17","2","37","1","32","1","1","2","66","2","1.28","2","17","2","",""
"해양환경측정망","전주포연안1_연안","1998-02-01 00:00:00","126.5","35.87694444","0","9","저층","32.62","1","4.9","1","","","11.23","1","8.26","2","11","2","11","1","17","1","","","47","2","1.76","2","19","2","",""
"해양환경측정망","전주포연안1_연안","1998-05-01 00:00:00","126.5","35.87694444","0","0","표층","31.15","1","13.9","1","32.2","2","10.9143","1","8.26","2","2.38","2","12.4","1","1.12","1","4","2","25","2","0.87","2","21.56","2","",""
"해양환경측정망","전주포연안1_연안","1998-05-01 00:00:00","126.5","35.87694444","0","9.6","저층","31.29","1","13.9","1","","","8.61429","1","8.14","2","6.16","2","17.36","1","0","1","","","66","2","1.54","2","60.06","2","",""
"해양환경측정망","전주포연안1_연안","1998-08-01 00:00:00","126.5","35.87694444","0","0","표층","28.22","1","26.8","1","26.1","2","7.49","1","8.15","2","13","2","9","1","148","1","3","2","243","2","0.35","2","82","2","",""
"해양환경측정망","전주포연안1_연안","1998-08-01 00:00:00","126.5","35.87694444","0","11","저층","30.89","1","26.5","1","","","7.41","1","8.13","2","8","2","3","1","45","1","","","68","2","1.41","2","15","2","",""
"해양환경측정망","전주포연안1_연안","1998-11-01 00:00:00","126.5","35.87694444","0","0","표층","29.94","1","14.9","1","47","2","7.27","1","8.3","2","4","2","16","1","113","1","1.5","2","154","2","1.69","2","37","2","",""
"해양환경측정망","전주포연안1_연안","1998-11-01 00:00:00","126.5","35.87694444","0","13","저층","30.69","1","14.7","1","","","7.59","1","8.33","2","5","2","15","1","90","1","","","129","2","1.32","2","34","2","",""
"해양환경측정망","전주포연안2_연안","1998-02-01 00:00:00","126.4333333","35.8375","0","0","표층","32.75","1","5.4","1","22.5","2","11.54","1","8.26","2","23","2","25","1","66","1","0.5","2","96","2","1.52","2","7","2","",""
"해양환경측정망","전주포연안2_연안","1998-02-01 00:00:00","126.4333333","35.8375","0","19.3","저층","32.71","1","4.9","1","","","11.23","1","8.26","2","11","2","20","1","61","1","","","85","2","1.84","2","13","2","",""
"해양환경측정망","전주포연안2_연안","1998-05-01 00:00:00","126.4333333","35.8375","0","0","표층","31.42","1","12","1","34.3","2","10.7857","1","8.2","2","3.08","2","10.85","1","2.52","1","4","2","6","2","0.75","2","0","2","",""
"해양환경측정망","전주포연안2_연안","1998-05-01 00:00:00","126.4333333","35.8375","0","13","저층","31.43","1","11.8","1","","","10","1","8.15","2","6.3","2","52.39","1","0","1","","","12","2","3.11","2","6.16","2","",""
"해양환경측정망","전주포연안2_연안","1998-08-01 00:00:00","126.4333333","35.8375","0","0","표층","29.81","1","27.1","1","2.3","2","8.03","1","8.13","2","4","2","0","1","51","1","4.3","2","100","2","2.02","2","45","2","",""
"해양환경측정망","전주포연안2_연안","1998-08-01 00:00:00","126.4333333","35.8375","0","15","저층","31.11","1","26.5","1","","","7.6","1","8.14","2","1","2","0","1","6","1","","","25","2","3.15","2","18","2","",""
"해양환경측정망","전주포연안2_연안","1998-11-01 00:00:00","126.4333333","35.8375","0","0","표층","30.83","1","15.3","1","8.4","2","7.49","1","8.27","2","5","2","15","1","142","1","2.1","2","182","2","1.23","2","35","2","",""
"해양환경측정망","전주포연안2_연안","1998-11-01 00:00:00","126.4333333","35.8375","0","20","저층","31.47","1","15.9","1","","","7.54","1","8.3","2","5","2","15","1","153","1","","","192","2","1.24","2","34","2","",""
"해양환경측정망","전주포연안3_연안","1998-02-01 00:00:00","126.3777778","35.77083333","0","0","표층","32.81","1","4.1","1","31.58","2","10.82","1","8.26","2","13","2","21","1","62","1","1","2","83","2","1.26","2","8","2","",""
"해양환경측정망","전주포연안3_연안","1998-02-01 00:00:00","126.3777778","35.77083333","0","17.8","저층","32.81","1","4.1","1","","","11.16","1","8.26","2","11","2","17","1","60","1","","","71","2","1.66","2","0","2","",""
"해양환경측정망","전주포연안3_연안","1998-05-01 00:00:00","126.3777778","35.77083333","0","0","표층","31.14","1","12.9","1","37.2","2","9.87143","1","8.21","2","2.8","2","10.54","1","2.1","1","8.2","2","7","2","0.27","2","1.82","2","",""
"해양환경측정망","전주포연안3_연안","1998-05-01 00:00:00","126.3777778","35.77083333","0","15.5","저층","32.02","1","11.8","1","","","8.6","1","8.2","2","6.16","2","59.21","1","0","1","","","21","2","1.8","2","14.84","2","",""
"해양환경측정망","전주포연안3_연안","1998-08-01 00:00:00","126.3777778","35.77083333","0","0","표층","30.14","1","26.9","1","2.9","2","6.44","1","8.12","2","6","2","3","1","59","1","5.5","2","136","2","1.54","2","71","2","",""
"해양환경측정망","전주포연안3_연안","1998-08-01 00:00:00","126.3777778","35.77083333","0","17","저층","31.4","1","26.6","1","","","6.07","1","8.09","2","3","2","0","1","4","1","","","15","2","1.55","2","8","2","",""
"해양환경측정망","전주포연안3_연안","1998-11-01 00:00:00","126.3777778","35.77083333","0","0","표층","30.94","1","16.1","1","23","2","7.49","1","8.27","2","6","2","14","1","148","1","2.5","2","186","2","1.38","2","32","2","",""
"해양환경측정망","전주포연안3_연안","1998-11-01 00:00:00","126.3777778","35.77083333","0","18","저층","31.55","1","16.2","1","","","7.51","1","8.3","2","5","2","15","1","98","1","","","138","2","1.26","2","35","2","",""
"해양환경측정망","전주포연안4_연안","1998-02-01 00:00:00","126.5","35.7375","0","0","표층","32.51","1","4.3","1","78","2","11.43","1","8.26","2","16","2","21","1","76","1","0.5","2","102","2","2.05","2","10","2","",""
"해양환경측정망","전주포연안4_연안","1998-02-01 00:00:00","126.5","35.7375","0","10","저층","32.39","1","4.3","1","","","10.77","1","8.26","2","14","2","11","1","64","1","","","91","2","1.81","2","13","2","",""
"해양환경측정망","전주포연안4_연안","1998-05-01 00:00:00","126.5","35.7375","0","0","표층","32.05","1","13.6","1","30.5","2","8.85714","1","8.26","2","6.16","2","15.81","1","1.26","1","6","2","34","2","0.56","2","26.74","2","",""
"해양환경측정망","전주포연안4_연안","1998-05-01 00:00:00","126.5","35.7375","0","6.6","저층","32.43","1","13.8","1","","","8.84286","1","8.26","2","5.6","2","22.94","1","0","1","","","22","2","2.31","2","16.38","2","",""
"해양환경측정망","전주포연안4_연안","1998-08-01 00:00:00","126.5","35.7375","0","0","표층","29.24","1","26.9","1","3.7","2","2.99","1","8.09","2","15","2","15","1","237","1","2.5","2","428","2","1.7","2","176","2","",""
"해양환경측정망","전주포연안4_연안","1998-08-01 00:00:00","126.5","35.7375","0","6","저층","30.55","1","26.7","1","","","5.69","1","8.27","2","4","2","0","1","42","1","","","73","2","3.09","2","27","2","",""
"해양환경측정망","전주포연안4_연안","1998-11-01 00:00:00","126.5","35.7375","0","0","표층","31.44","1","15.4","1","6","2","7.61","1","8.28","2","5","2","14","1","133","1","1.5","2","170","2","1.21","2","32","2","",""
"해양환경측정망","전주포연안4_연안","1998-11-01 00:00:00","126.5","35.7375","0","8","저층","31.4","1","15.4","1","","","7.76","1","8.31","2","6","2","13","1","105","1","","","138","2","1.36","2","27","2","",""
"해양환경측정망","전주포연안5_연안","1998-02-01 00:00:00","126.5","35.68611111","0","0","표층","32.49","1","4.3","1","74.6","2","11.34","1","8.26","2","13","2","28","1","92","1","0.5","2","130","2","1.65","2","25","2","",""
"해양환경측정망","전주포연안5_연안","1998-02-01 00:00:00","126.5","35.68611111","0","13.5","저층","32.54","1","4.3","1","","","10.78","1","8.26","2","13","2","19","1","64","1","","","88","2","2.53","2","11","2","",""
"해양환경측정망","전주포연안5_연안","1998-05-01 00:00:00","126.5","35.68611111","0","0","표층","32.17","1","14.2","1","29.6","2","9.4","1","8.3","2","0","2","10.85","1","0","1","6.2","2","10","2","0.4","2","10.22","2","",""
"해양환경측정망","전주포연안5_연안","1998-05-01 00:00:00","126.5","35.68611111","0","10","저층","32.12","1","14.3","1","","","9.4","1","8.32","2","5.32","2","25.73","1","1.82","1","","","16","2","1.24","2","8.68","2","",""
"해양환경측정망","전주포연안5_연안","1998-08-01 00:00:00","126.5","35.68611111","0","0","표층","28.35","1","27.2","1","6.9","2","8.34","1","8.3","2","5","2","2","1","47","1","3.8","2","87","2","1.49","2","35","2","",""
"해양환경측정망","전주포연안5_연안","1998-08-01 00:00:00","126.5","35.68611111","0","13.4","저층","29.52","1","27.1","1","","","7.5","1","8.32","2","1","2","3","1","15","1","","","23","2","0.66","2","7","2","",""
"해양환경측정망","전주포연안5_연안","1998-11-01 00:00:00","126.5","35.68611111","0","0","표층","31.22","1","15.7","1","15.8","2","8.39","1","8.28","2","0","2","13","1","90","1","2.5","2","120","2","1.29","2","30","2","",""
"해양환경측정망","전주포연안5_연안","1998-11-01 00:00:00","126.5","35.68611111","0","11","저층","31.74","1","14.9","1","","","8.06","1","8.3","2","6","2","14","1","91","1","","","128","2","0.88","2","31","2","",""
"해양환경측정망","전주포연안6_연안","1998-02-01 00:00:00","126.4416667","35.61666667","0","0","표층","32.56","1","5.1","1","74.4","2","10.98","1","8.26","2","14","2","23","1","103","1","0.5","2","136","2","1.02","2","19","2","",""
"해양환경측정망","전주포연안6_연안","1998-02-01 00:00:00","126.4416667","35.61666667","0","12.8","저층","32.61","1","5.5","1","","","11.79","1","8.23","2","14","2","42","1","77","1","","","102","2","1.94","2","11","2","",""
"해양환경측정망","전주포연안6_연안","1998-05-01 00:00:00","126.4416667","35.61666667","0","0","표층","32.26","1","13.8","1","31.8","2","12.0143","1","8.26","2","2.8","2","16.43","1","1.26","1","5","2","21","2","1.09","2","17.22","2","",""
"해양환경측정망","전주포연안6_연안","1998-05-01 00:00:00","126.4416667","35.61666667","0","14","저층","32.27","1","13.8","1","","","11.0429","1","8.26","2","5.74","2","13.64","1","1.54","1","","","33","2","1.78","2","25.48","2","",""
"해양환경측정망","전주포연안6_연안","1998-08-01 00:00:00","126.4416667","35.61666667","0","0","표층","29.58","1","27.2","1","6.1","2","6.64","1","8.15","2","2","2","2","1","5","1","4.8","2","15","2","1.2","2","8","2","",""
"해양환경측정망","전주포연안6_연안","1998-08-01 00:00:00","126.4416667","35.61666667","0","13","저층","30.28","1","27.2","1","","","6.23","1","8.08","2","2","2","2","1","8","1","","","25","2","1.47","2","15","2","",""
"해양환경측정망","전주포연안6_연안","1998-11-01 00:00:00","126.4416667","35.61666667","0","0","표층","31.44","1","15.7","1","6.2","2","7.33","1","8.27","2","5","2","14","1","97","1","2","2","135","2","0.89","2","33","2","",""
"해양환경측정망","전주포연안6_연안","1998-11-01 00:00:00","126.4416667","35.61666667","0","10","저층","31.56","1","15","1","","","7.26","1","8.26","2","5","2","14","1","180","1","","","217","2","1.44","2","32","2","",""
"해양환경측정망","제주연안1_연안","1998-02-01 00:00:00","126.5327778","33.52694444","0","0","표층","34.2","1","12.4","1","5.3","2","8.61","1","8.05","2","8","2","60","1","278","1","4","2","302","2","2.3","2","16","2","",""
"해양환경측정망","제주연안1_연안","1998-02-01 00:00:00","126.5327778","33.52694444","0","14","저층","34.04","1","12.8","1","","","8.29","1","8.22","2","14","2","40","1","146","1","","","160","2","1.19","2","0","2","",""
"해양환경측정망","제주연안1_연안","1998-05-01 00:00:00","126.5327778","33.52694444","0","0","표층","33.6","1","18.1","1","4.3","2","8.59","1","8.19","2","5.04","2","4.65","1","89.74","1","7.5","2","115","2","0.61","2","20.16","2","",""
"해양환경측정망","제주연안1_연안","1998-05-01 00:00:00","126.5327778","33.52694444","0","16","저층","34.51","1","18","1","","","7.92","1","8.17","2","2.66","2","6.2","1","18.48","1","","","34","2","0.81","2","12.88","2","",""
"해양환경측정망","제주연안1_연안","1998-08-01 00:00:00","126.5327778","33.52694444","0","0","표층","30.98","1","25.6","1","10.6","2","5.52","1","8.23","2","5.04","2","6.2","1","86.38","1","5.3","2","113","2","1.18","2","22.12","2","",""
"해양환경측정망","제주연안1_연안","1998-08-01 00:00:00","126.5327778","33.52694444","0","13.5","저층","31.73","1","25.1","1","","","5.32","1","8.14","2","2.94","2","7.44","1","38.78","1","","","43","2","1.14","2","1.4","2","",""
"해양환경측정망","제주연안1_연안","1998-11-01 00:00:00","126.5327778","33.52694444","0","0","표층","31.87","1","17.8","1","4.1","2","6.65","1","8.04","2","7","2","17.67","1","294.56","1","8.5","2","333","2","0.98","2","30.94","2","",""
"해양환경측정망","제주연안1_연안","1998-11-01 00:00:00","126.5327778","33.52694444","0","12","저층","32.76","1","17.9","1","","","6.4","1","8.07","2","5.74","2","10.23","1","134.26","1","","","148","2","0.9","2","8.26","2","",""
"해양환경측정망","제주연안2_연안","1998-02-01 00:00:00","126.4277778","33.50055556","0","0","표층","34.89","1","13.4","1","5.1","2","8.13","1","8.25","2","5","2","43","1","112","1","5","2","118","2","2.22","2","1","2","",""
"해양환경측정망","제주연안2_연안","1998-02-01 00:00:00","126.4277778","33.50055556","0","25","저층","34.29","1","12.8","1","","","8.29","1","8.15","2","4","2","49","1","95","1","","","105","2","1.82","2","6","2","",""
"해양환경측정망","제주연안2_연안","1998-05-01 00:00:00","126.4277778","33.50055556","0","0","표층","34.61","1","18","1","2.4","2","7.96","1","8.16","2","3.22","2","1.24","1","17.08","1","10","2","20","2","1.61","2","0.14","2","",""
"해양환경측정망","제주연안2_연안","1998-05-01 00:00:00","126.4277778","33.50055556","0","25","저층","34.36","1","18","1","","","7.68","1","8.16","2","2.38","2","0.31","1","22.82","1","","","25","2","0.5","2","0.14","2","",""
"해양환경측정망","제주연안2_연안","1998-08-01 00:00:00","126.4277778","33.50055556","0","0","표층","30.41","1","27.7","1","10.8","2","5.32","1","8.22","2","1.26","2","4.03","1","17.5","1","9.5","2","25","2","0.98","2","6.02","2","",""
"해양환경측정망","제주연안2_연안","1998-08-01 00:00:00","126.4277778","33.50055556","0","17","저층","32.06","1","23.2","1","","","5.28","1","8.18","2","1.12","2","5.27","1","16.52","1","","","18","2","0.98","2","0.14","2","",""
"해양환경측정망","제주연안2_연안","1998-11-01 00:00:00","126.4277778","33.50055556","0","0","표층","33.22","1","18.1","1","10.4","2","6.16","1","8.09","2","10.36","2","7.44","1","73.78","1","8.3","2","99","2","1.37","2","15.26","2","",""
"해양환경측정망","제주연안2_연안","1998-11-01 00:00:00","126.4277778","33.50055556","0","27","저층","32.7","1","18.2","1","","","6.73","1","8.09","2","6.3","2","12.71","1","89.6","1","","","96","2","0.71","2","0.14","2","",""
"해양환경측정망","제주연안3_연안","1998-02-01 00:00:00","126.5683333","33.53388889","0","0","표층","33.51","1","13.3","1","4.8","2","8.49","1","8.16","2","4","2","49","1","182","1","3.5","2","201","2","0.87","2","15","2","",""
"해양환경측정망","제주연안3_연안","1998-02-01 00:00:00","126.5683333","33.53388889","0","20","저층","33.15","1","12.7","1","","","7.76","1","8.23","2","3","2","49","1","170","1","","","182","2","0.99","2","9","2","",""
"해양환경측정망","제주연안3_연안","1998-05-01 00:00:00","126.5683333","33.53388889","0","0","표층","34.38","1","16.7","1","2.6","2","8.08","1","8.08","2","5.74","2","10.85","1","45.92","1","8.2","2","52","2","1.04","2","0.14","2","",""
"해양환경측정망","제주연안3_연안","1998-05-01 00:00:00","126.5683333","33.53388889","0","31","저층","34.49","1","16.7","1","","","8.15","1","8.13","2","7.14","2","0.31","1","23.8","1","","","42","2","1.11","2","11.2","2","",""
"해양환경측정망","제주연안3_연안","1998-08-01 00:00:00","126.5683333","33.53388889","0","0","표층","31.63","1","25.6","1","11.5","2","4.88","1","8.08","2","3.36","2","13.02","1","165.62","1","6.3","2","182","2","1.18","2","13.44","2","",""
"해양환경측정망","제주연안3_연안","1998-08-01 00:00:00","126.5683333","33.53388889","0","18.6","저층","31.8","1","25.4","1","","","5.08","1","8.14","2","1.54","2","11.47","1","31.92","1","","","34","2","1.14","2","0.14","2","",""
"해양환경측정망","제주연안3_연안","1998-11-01 00:00:00","126.5683333","33.53388889","0","0","표층","30.97","1","18.7","1","5.4","2","6.81","1","8.12","2","4.34","2","17.05","1","255.36","1","8.7","2","273","2","1.72","2","14.42","2","",""
"해양환경측정망","제주연안3_연안","1998-11-01 00:00:00","126.5683333","33.53388889","0","20","저층","31.53","1","18.7","1","","","6.57","1","8.13","2","5.04","2","8.99","1","148.68","1","","","154","2","1.22","2","0.14","2","",""
"해양환경측정망","제주연안H1_항만","1998-02-01 00:00:00","126.54","33.52611111","0","0","표층","33.01","1","12.4","1","8.1","2","8.61","1","8.15","2","9","2","82","1","366","1","1.3","2","403","2","2.22","2","28","2","",""
"해양환경측정망","제주연안H1_항만","1998-02-01 00:00:00","126.54","33.52611111","0","15","저층","34.67","1","12.4","1","","","9.67","1","7.96","2","50","2","64","1","255","1","","","312","2","1.39","2","7","2","",""
"해양환경측정망","제주연안H1_항만","1998-05-01 00:00:00","126.54","33.52611111","0","0","표층","33.1","1","18.5","1","3.3","2","8.51","1","8.13","2","8.4","2","5.27","1","234.78","1","5.6","2","434","2","0.61","2","190.54","2","",""
"해양환경측정망","제주연안H1_항만","1998-05-01 00:00:00","126.54","33.52611111","0","15","저층","33.22","1","18.6","1","","","8.23","1","8.14","2","6.16","2","0.31","1","167.58","1","","","189","2","1.88","2","14.56","2","",""
"해양환경측정망","제주연안H1_항만","1998-08-01 00:00:00","126.54","33.52611111","0","0","표층","30.4","1","25.2","1","19.2","2","5.12","1","8.14","2","9.8","2","43.71","1","728.28","4","3.7","2","887","2","2.23","2","149.38","2","",""
"해양환경측정망","제주연안H1_항만","1998-08-01 00:00:00","126.54","33.52611111","0","13.4","저층","31.5","1","25.2","1","","","5.36","1","8.14","2","8.26","2","31","1","325.5","1","","","360","2","2","2","25.76","2","",""
"해양환경측정망","제주연안H1_항만","1998-11-01 00:00:00","126.54","33.52611111","0","0","표층","28.86","1","17.6","1","6.1","2","6.81","1","7.99","2","17.36","2","49.6","1","926.66","4","5.3","2","1009","2","1.65","2","64.68","2","",""
"해양환경측정망","제주연안H1_항만","1998-11-01 00:00:00","126.54","33.52611111","0","13.4","저층","32.32","1","17.7","1","","","6.4","1","8.05","2","6.72","2","9.3","1","202.58","1","","","228","2","1.45","2","17.92","2","",""
"해양환경측정망","조천연안1_연안","1998-02-01 00:00:00","126.8555556","33.5375","0","0","표층","33.69","1","13.9","1","7","2","7.76","1","8.22","2","3","2","59","1","111","1","4.5","2","132","2","1.58","2","18","2","",""
"해양환경측정망","조천연안1_연안","1998-02-01 00:00:00","126.8555556","33.5375","0","11","저층","33.84","1","13.8","1","","","7.52","1","8.26","2","4","2","41","1","105","1","","","121","2","0.48","2","12","2","",""
"해양환경측정망","조천연안1_연안","1998-05-01 00:00:00","126.8555556","33.5375","0","0","표층","34.15","1","17.3","1","4.3","2","8.31","1","8.15","2","1.82","2","0.31","1","32.76","1","7.9","2","35","2","1.31","2","0.14","2","",""
"해양환경측정망","조천연안1_연안","1998-05-01 00:00:00","126.8555556","33.5375","0","16","저층","33.77","1","17.4","1","","","8.15","1","8.16","2","4.2","2","0.31","1","11.06","1","","","15","2","1.61","2","0.14","2","",""
"해양환경측정망","조천연안1_연안","1998-08-01 00:00:00","126.8555556","33.5375","0","0","표층","31.84","1","24.9","1","8.3","2","5.2","1","8.14","2","1.26","2","5.27","1","11.34","1","11.5","2","24","2","0.94","2","11.76","2","",""
"해양환경측정망","조천연안1_연안","1998-08-01 00:00:00","126.8555556","33.5375","0","11","저층","31.98","1","24.4","1","","","5.04","1","8.08","2","1.82","2","15.5","1","7","1","","","12","2","0.9","2","3.22","2","",""
"해양환경측정망","조천연안1_연안","1998-11-01 00:00:00","126.8555556","33.5375","0","0","표층","32.09","1","19.2","1","5.4","2","7.06","1","8.18","2","2.38","2","7.44","1","14.28","1","12","2","16","2","0.63","2","0.14","2","",""
"해양환경측정망","조천연안1_연안","1998-11-01 00:00:00","126.8555556","33.5375","0","15","저층","32.32","1","18.6","1","","","6.9","1","8.16","2","3.22","2","1.86","1","38.08","1","","","41","2","1.06","2","0.14","2","",""
"해양환경측정망","조천연안2_연안","1998-02-01 00:00:00","126.7327778","33.57388889","0","0","표층","33.8","1","13.9","1","10.1","2","7.84","1","8.25","2","4","2","39","1","110","1","7.8","2","131","2","1.39","2","17","2","",""
